F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-CommandType,F16-List<String>,F16-String[],F16-XAResource[],F16-NA,F16-void,F16-byte[],F16-int,F16-InternalMessage,F16-Color,F16-boolean,F16-String,F16-MessageMetaData_0_10,F16-ConstantExpression,F16-InitialDirContext,F16-ManagedObject,F16-Reader,F16-BigDecimal,F16-Message,F16-HttpURLConnection,F3-NA,F3-Integer,F3-Class,F3-Long,F3-Destination,F3-Map<String Object>,F3-Session.AUTO_ACKNOWLEDGE,F3-TimeUnit,F3-InputStream,F3-null,F3-byte[],F3-boolean,F3-MarkableDataInput,F3-getTaskExecutor().getExecutor(),F3-SimplePropertyValue,F3-String,F3-long,F3-State.DELETED,F3-int,F3-String[],F7--,F7-/,F7-++,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-BigInteger,F12-NA,F12-boolean,F12-Logger,F12-UnsignedShort[],F12-Map<String ConfiguredObjectRecord>,F12-String,F12-CountDownLatch,F12-Comparator<Map>[],F12-Outcome[],F12-byte,F12-ConfiguredObjectRecord,F12-JMSException,F12-AtomicInteger,F12-UUID,F12-AtomicReference<Notification>,F12-TestCommand,F12-UnsignedByte[],F17-final,F17-static,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-FileOutputStream,F2-SelectorParserTokenManager,F2-NA,F2-Map<String Object>,F2-AbstractQueueTestBase,F2-SimpleCharStream,F2-Buffer,F2-Object,F2-Connection,F2-String,F2-URLConnection,F2-ConnectionEndpoint,F2-CountDownLatch,F2-ByteBuffer,F2-System,F2-Boolean,F2-File,F2-PlainPasswordFilePrincipalDatabaseTest,F6-org.apache.qpid.filter.selector.Token,F6-java.io.BufferedWriter,F6-org.apache.qpid.disttest.client.property.SimplePropertyValue,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-org.apache.qpid.test.client.destination.AMQAnyDestination,F6-java.io.InputStreamReader,F6-org.apache.qpid.server.security.auth.UsernamePrincipal,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.Boolean,F6-java.lang.StringBuilder,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-java.io.BufferedReader,F6-org.apache.qpid.test.unit.client.connection.AMQConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-readByte,F1-createConsumer,F1-getTestName,F1-ReInit,F1-delete,F1-NA,F1-setState,F1-immediateFuture,F1-hasRemaining,F1-assertEquals,F1-write,F1-createSession,F1-listFiles,F1-toLowerCase,F1-getAbsolutePath,F1-put,F1-writeObject,F1-createTempFile,F1-readUnsignedShort,F1-readAMQShortString,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AMQMethodBodyImpl,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.io.DataInputStream,F5-java.util.AbstractSet,F5-java.util.HashMap,F9-branchId,F9-name,F9-data,F9-records,F9-NA,F9-appId,F9-globalId,F9-response,F9-userId,F9-type,F9-_major,F9-_minor,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-SaslServer,F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-UUID,F4-Statement,F4-XATopicConnection,F4-KeyStore,F4-Connection,F4-byte[],F4-Object,F4-File,F4-void,F4-String,F4-int,F4-ServerMessage,F4-OutputStream,F8-AMQPProtocolVersionWrapper,F8-Command,F8-SessionDetach,F8-MessageProperties,F8-Payload,F8-Xid,F8-NA,F8-SessionDetached,F8-ConnectionStartOk,F8-DurableConfigurationStoreStub,F8-SessionAttached,F8-SessionAttach,F11-_underlying,F11-NA,F11-TYPE_CODES,F11-EXTERNAL_AUTHENTICATION_PROVIDER,F11-_exception,F11-_lastUse,F11-ACCEPTED,F11-TEST1_VIRTUALHOST,F11-_key,F11-_rollOnRestart,F11-_fileName,F11-CLASS_ID,F11-_connection,F11-QPID_MAX_SIZE,F11-cachedValues,F11-DEFAULT_LOG_WAIT,F11-_isFirst,F11-METHOD_ID,F11-LOGGER,F11-UTF8_CHARSET,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F73,F84,F146,category
2587,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,323,true,28,5,142,2,8,5,4,2,0.5051194539249146,179,58,0.3240223463687151,0.10714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,18,2,2,0.0032679738562091504,0.0032679738562091504,9.337068160597573E-4,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,6,2309,1266,4172,0,0.0,0,0,0,0,0.0,225,162,0,387,0,63,0,0.3130278294557525,0,225,0,162,0,0,387,63,0.3130278294557525,606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2467,7773,606,2467,open
2587,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,323,true,47,5,142,2,8,5,4,2,0.24232081911262798,179,58,0.3240223463687151,0.06382978723404255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,18,2,2,0.0032679738562091504,0.0032679738562091504,9.337068160597573E-4,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,10,2413,1339,4276,0,0.0,0,0,0,0,0.0,225,162,0,387,0,63,0,0.3130278294557525,0,225,0,162,0,0,387,63,0.3130278294557525,606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2467,7773,606,2467,open
2587,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,323,true,33,5,142,2,8,5,2,2,0.8293515358361775,179,58,0.3240223463687151,0.09090909090909091,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,18,2,2,0.0032679738562091504,0.0032679738562091504,9.337068160597573E-4,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,10,2413,1339,4276,0,0.0,0,0,0,0,0.0,225,162,0,387,0,63,0,0.3130278294557525,0,225,0,162,0,0,387,63,0.3130278294557525,606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2467,7773,606,2467,open
2587,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,323,true,0,5,142,2,0,5,1,2,0.33447098976109213,179,58,0.3240223463687151,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,STYLE,0.02924944812362031,REC_CATCH_EXCEPTION,20,3,1,0.0032679738562091504,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.16981132075471697,0.004405482378070488,0.19409937888198758,0.1983117923895596,-0.660377358490566,0.0,0.06898454746136866,1109.804347826087,-1.0,-1.0,10,2413,1339,4276,0,0.0,0,0,0,0,0.0,225,162,0,387,0,63,0,0.3130278294557525,0,225,0,162,0,0,387,63,0.3130278294557525,606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2467,7773,606,2467,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,25,53,707,1,0,113,5,7,0.5533678756476684,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,STYLE,0.04525386313465784,BC_UNCONFIRMED_CAST,20,3,2,0.008870214752567693,0.0056022408963585435,9.337068160597573E-4,-1.0,0.24390243902439024,0.005762938726948245,0.19409937888198758,0.1983117923895596,-0.5121951219512195,0.0,0.06898454746136866,1109.804347826087,-1.0,-1.0,64,5177,2955,7040,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,29,53,707,1,0,113,7,7,0.36476683937823834,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,BAD_PRACTICE,0.011037527593818985,DE_MIGHT_IGNORE,19,3,1,0.008870214752567693,0.0056022408963585435,4.6685340802987864E-4,-1.0,0.05,0.0014393939393939393,0.11971830985915492,0.22049559888677103,-0.65,0.0,0.018763796909492272,1385.5281690140846,-1.0,-1.0,87,5910,3206,7773,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,0,53,707,1,20,113,1,7,0.3088082901554404,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.024282560706401765,IS2_INCONSISTENT_SYNC,17,2,0,0.008870214752567693,0.0056022408963585435,0.0,0.0,0.09090909090909091,0.005509641873278237,0.0970873786407767,0.13519626238217441,-0.8181818181818182,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,15,756,327,2619,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,0,53,707,1,12,113,1,7,0.6690155440414508,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.024282560706401765,IS2_INCONSISTENT_SYNC,17,2,0,0.008870214752567693,0.0056022408963585435,0.0,0.0,0.09090909090909091,0.005509641873278237,0.0970873786407767,0.13519626238217441,-0.8181818181818182,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,34,2563,1454,4426,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,0,53,707,1,8,113,1,7,0.7740932642487046,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.024282560706401765,IS2_INCONSISTENT_SYNC,20,3,0,0.008870214752567693,0.0056022408963585435,0.0,0.0,0.09090909090909091,0.005509641873278237,0.0970873786407767,0.13519626238217441,-0.8181818181818182,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,19,1743,947,3606,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,0,53,707,1,8,113,1,7,0.6853195164075994,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.024282560706401765,IS2_INCONSISTENT_SYNC,20,3,0,0.008870214752567693,0.0056022408963585435,0.0,0.0,0.09090909090909091,0.005509641873278237,0.0970873786407767,0.13519626238217441,-0.8181818181818182,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,44,3421,2086,5284,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,25,53,707,1,0,113,5,7,0.5606217616580311,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.005518763796909493,JLM_JSR166_UTILCONCURRENT_MONITORENTER,8,2,2,0.008870214752567693,0.0056022408963585435,9.337068160597573E-4,-1.0,0.0,0.0,0.0970873786407767,0.13519626238217441,-1.0,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,61,4615,2624,6478,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,6,53,707,1,0,113,1,7,0.46113989637305697,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.005518763796909493,JLM_JSR166_UTILCONCURRENT_MONITORENTER,8,2,1,0.008870214752567693,0.0056022408963585435,4.6685340802987864E-4,-1.0,0.0,0.0,0.0970873786407767,0.13519626238217441,-1.0,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,61,4615,2624,6478,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1866,7773,5,1866,open
2106,org/apache/qpid/client/protocol,org/apache/qpid/client/protocol/AMQProtocolHandler.java,110,true,11,53,707,1,0,113,3,7,0.44145077720207254,647,195,0.30139103554868624,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,MT_CORRECTNESS,0.005518763796909493,JLM_JSR166_UTILCONCURRENT_MONITORENTER,8,2,1,0.008870214752567693,0.0056022408963585435,4.6685340802987864E-4,-1.0,0.0,0.0,0.0970873786407767,0.13519626238217441,-1.0,0.0,0.005518763796909493,1574.631067961165,-1.0,-1.0,61,4615,2624,6478,7,0.001436753982297819,0,7,0,14,7.339263814102985E-4,1256,550,278,2084,4,706,4,0.06360573030024642,8,2380,0,795,312,0,3487,1585,0.046382499545113816,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1866,7773,5,1866,open
