F83,F71-sdeboy@apache.org,F71-ggregory@apache.org,F71-rpopma@unknown,F71-rgoers@apache.org,F71-carnold@apache.org,F71-nickwilliams@unknown,F74,F85,F73,F84,F146,F147,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
72,0,1,0,1,0,1,7674,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,0,0,0,8186,1,8968,63,7665,7605,
462,0,1,0,1,0,0,8064,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
361,0,1,0,1,0,0,7963,1,8968,63,7665,7605,
361,0,1,0,1,0,0,7963,1,8968,63,7665,7605,
361,0,1,0,1,0,0,7963,1,8968,63,7665,7605,
206,0,1,0,1,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,1,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
206,0,1,0,0,0,1,7808,1,8968,63,7665,7605,
508,0,1,0,1,0,0,8110,1,8968,63,7665,7605,
508,0,1,0,1,0,0,8110,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,63,7665,7605,
63,0,1,1,1,0,0,7665,1,8968,63,7665,7605,
584,0,1,0,1,0,0,8186,1,8968,62,7664,7605,
584,0,1,0,0,0,0,8186,1,8968,62,7664,7605,
584,0,1,0,1,0,0,8186,1,8968,62,7664,7605,
447,0,1,0,1,0,0,8049,1,8968,62,7664,7605,
447,0,1,0,1,0,0,8049,1,8968,62,7664,7605,
447,0,1,0,1,0,0,8049,1,8968,62,7664,7605,
532,0,1,0,1,0,0,8134,1,8968,62,7664,7605,
532,0,1,0,1,0,0,8134,1,8968,62,7664,7605,
63,0,1,0,1,1,0,7665,1,8968,62,7664,7605,
63,0,1,0,1,1,0,7665,1,8968,62,7664,7605,
63,0,1,1,1,1,0,7665,1,8968,62,7664,7605,
63,0,1,1,1,1,0,7665,1,8968,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
63,0,1,0,1,0,0,7665,1,6413,62,7664,7605,
341,0,1,0,1,0,0,7943,1,8968,62,7664,7605,
341,0,1,0,1,0,0,7943,1,8968,62,7664,7605,
341,0,1,0,1,0,0,7943,1,8968,62,7664,7605,
341,0,1,0,1,0,0,7943,1,8968,62,7664,7605,
254,0,1,0,1,0,0,7856,1,7527,62,7664,7605,
254,0,1,0,1,0,0,7856,1,7527,62,7664,7605,
254,0,1,0,0,0,0,7856,1,8968,62,7664,7605,
254,0,1,0,0,0,0,7856,1,8968,62,7664,7605,
254,0,1,0,1,0,0,7856,1,8968,62,7664,7605,
254,0,1,0,1,0,0,7856,1,8968,62,7664,7605,
523,0,1,0,1,0,0,8125,1,8968,62,7664,7605,
523,0,1,0,1,0,0,8125,1,8968,62,7664,7605,
20,0,1,1,1,0,1,7622,1,8968,3,7605,7605,
20,0,1,1,1,0,1,7622,1,8968,3,7605,7605,
20,0,1,1,1,0,1,7622,1,8968,3,7605,7605,
21,0,1,1,1,0,1,7623,1,8968,3,7605,7605,
261,0,1,0,1,0,0,7863,1,8968,3,7605,7605,
261,0,1,0,1,0,0,7863,1,8968,3,7605,7605,
34,0,1,0,1,0,1,7636,1,8968,3,7605,7605,
299,0,1,0,1,0,0,7901,1,8968,3,7605,7605,
21,0,1,0,1,0,1,7623,1,8968,3,7605,7605,
21,0,1,0,1,0,1,7623,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
6,0,1,0,0,0,0,7608,1,8968,3,7605,7605,
6,0,1,0,0,0,0,7608,1,8968,3,7605,7605,
6,0,1,0,1,0,0,7608,1,8968,3,7605,7605,
63,0,1,1,1,0,1,7665,1,8968,3,7605,7605,
63,0,1,1,1,0,1,7665,1,8968,3,7605,7605,
63,0,1,1,1,0,1,7665,1,8968,3,7605,7605,
63,0,1,1,1,0,1,7665,1,8968,3,7605,7605,
63,0,1,1,0,0,0,7665,1,8968,3,7605,7605,
21,0,1,0,0,0,0,7623,1,8968,3,7605,7605,
21,0,1,0,1,0,1,7623,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,0,0,0,7665,1,8968,3,7605,7605,
63,0,1,0,1,0,0,7665,1,8968,3,7605,7605,
3,0,1,0,0,0,0,7605,1,8968,3,7605,7605,
3,0,1,0,0,0,0,7605,1,8968,3,7605,7605,
21,1,1,0,1,0,1,7623,1,8968,3,7605,7605,
261,1,1,0,1,0,0,7863,1,1275,3,7605,7605,
261,0,1,0,1,0,0,7863,1,1275,3,7605,7605,
261,1,1,0,1,0,0,7863,1,1275,3,7605,7605,
261,0,1,0,1,0,0,7863,1,1275,3,7605,7605,
261,1,1,0,1,0,0,7863,1,1275,3,7605,7605,
63,1,1,0,1,0,1,7665,1,8968,3,7605,7605,
21,1,1,0,1,0,1,7623,1,8968,3,7605,7605,
21,1,1,0,1,0,1,7623,1,8968,3,7605,7605,
20,0,1,0,1,0,1,7622,1,8968,3,7605,7605,
20,0,1,0,1,0,1,7622,1,8968,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
63,1,1,0,1,0,0,7665,1,7397,3,7605,7605,
20,1,1,0,1,0,1,7622,1,8968,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
116,1,1,0,1,0,0,7718,1,7397,3,7605,7605,
4,0,1,0,0,0,0,7606,1,6540,3,7605,7605,
4,0,1,0,0,0,0,7606,1,6540,3,7605,7605,
203,0,1,0,0,0,1,7805,1,8968,203,7805,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,8968,7,7609,7605,
230,0,1,0,0,0,1,7832,1,8968,7,7609,7605,
230,0,1,0,0,0,1,7832,1,8968,7,7609,7605,
57,0,1,0,0,0,1,7659,1,8968,7,7609,7605,
7,0,1,0,1,0,1,7609,1,8968,7,7609,7605,
17,0,1,0,0,0,1,7619,1,8968,7,7609,7605,
200,0,1,0,0,0,1,7802,1,7397,7,7609,7605,
63,0,1,0,0,0,1,7665,1,8968,7,7609,7605,
63,0,1,0,0,0,1,7665,1,8968,7,7609,7605,
63,0,1,0,0,0,1,7665,1,8968,7,7609,7605,
63,0,1,0,0,0,1,7665,1,8968,7,7609,7605,
15,0,1,0,0,0,1,7617,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,0,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,0,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,0,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
67,0,1,0,0,0,1,7669,1,8968,15,7617,7605,
60,0,1,0,0,0,1,7662,1,8968,60,7662,7605,
60,0,1,1,0,0,1,7662,1,8968,60,7662,7605,
63,0,1,0,0,0,0,7665,1,8968,60,7662,7605,
63,0,1,0,0,0,1,7665,1,8968,60,7662,7605,
63,0,1,0,0,0,1,7665,1,8968,60,7662,7605,
60,0,1,0,0,0,1,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,1,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,1,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,0,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,0,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,0,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,0,7662,1,8968,60,7662,7605,
60,0,1,0,0,0,0,7662,1,8968,60,7662,7605,
63,0,1,0,0,0,1,7665,1,8968,60,7662,7605,
14,0,1,0,0,0,1,7616,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
230,0,1,0,0,0,1,7832,1,8968,14,7616,7605,
13,0,1,0,0,0,1,7615,1,8968,13,7615,7605,
12,0,1,0,0,0,1,7614,1,7397,12,7614,7605,
12,0,1,0,0,0,1,7614,1,7397,12,7614,7605,
70,0,1,0,1,0,1,7672,1,8968,21,7623,7605,
63,0,1,1,1,0,0,7665,1,6540,21,7623,7605,
63,0,1,0,1,0,0,7665,1,8968,21,7623,7605,
70,0,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,0,1,0,1,0,1,7672,1,8968,48,7650,7605,
63,0,1,1,1,0,0,7665,1,8968,48,7650,7605,
63,0,1,1,1,0,0,7665,1,8968,48,7650,7605,
63,0,1,1,1,0,0,7665,1,8968,48,7650,7605,
63,0,1,1,0,0,0,7665,1,8968,48,7650,7605,
63,0,1,1,0,0,0,7665,1,8968,48,7650,7605,
63,0,1,1,0,0,0,7665,1,8968,48,7650,7605,
225,1,1,0,1,0,0,7827,1,8968,48,7650,7605,
112,0,1,0,0,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,0,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,1,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,1,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,0,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,0,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,1,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,1,0,0,7714,1,6404,48,7650,7605,
112,0,1,0,0,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,0,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,1,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,1,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,0,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,0,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,1,0,0,7714,1,8968,48,7650,7605,
112,0,1,0,1,0,0,7714,1,8968,48,7650,7605,
70,1,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,1,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,1,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,1,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,1,1,0,1,0,1,7672,1,8968,48,7650,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,7397,63,7665,7605,
63,0,1,0,1,0,0,7665,1,7397,63,7665,7605,
63,0,1,0,1,0,0,7665,1,7397,63,7665,7605,
63,0,1,0,1,0,0,7665,1,7397,63,7665,7605,
63,0,1,0,0,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,0,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,0,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
63,0,1,0,1,0,0,7665,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
70,0,1,0,0,0,1,7672,1,8968,63,7665,7605,
342,0,1,0,1,0,0,7944,1,8968,21,7623,7605,
342,0,1,0,1,0,0,7944,1,8968,21,7623,7605,
342,0,1,0,1,0,0,7944,1,8968,21,7623,7605,
342,0,1,0,1,0,0,7944,1,8968,21,7623,7605,
299,0,1,0,1,0,0,7901,1,8968,21,7623,7605,
342,0,1,0,1,0,0,7944,1,6528,21,7623,7605,
342,0,1,0,1,0,0,7944,1,6528,21,7623,7605,
63,0,1,1,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
40,0,1,1,1,0,0,7642,1,8968,40,7642,7605,
40,0,1,1,1,0,0,7642,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,1,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,0,0,0,7665,1,6528,40,7642,7605,
63,0,1,0,0,0,0,7665,1,6528,40,7642,7605,
63,0,1,0,1,0,0,7665,1,6528,40,7642,7605,
63,0,1,1,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
7,0,1,0,1,0,0,7609,1,7397,7,7609,7605,
7,0,1,1,1,0,1,7609,1,7397,7,7609,7605,
7,0,1,1,1,0,1,7609,1,7397,7,7609,7605,
7,0,1,1,1,0,1,7609,1,7397,7,7609,7605,
7,0,1,1,1,0,1,7609,1,7397,7,7609,7605,
7,0,1,0,1,0,0,7609,1,7397,7,7609,7605,
7,0,1,0,1,0,0,7609,1,7397,7,7609,7605,
7,0,1,1,1,0,1,7609,1,7397,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,0,1,0,1,0,0,7665,1,8968,7,7609,7605,
63,1,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,1,1,0,1,0,0,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,1,7665,1,8968,40,7642,7605,
63,0,1,0,1,0,1,7665,1,8968,40,7642,7605,
206,1,1,0,1,0,1,7808,1,8968,40,7642,7605,
584,0,1,0,1,0,0,8186,1,8968,40,7642,7605,
584,0,1,0,1,0,0,8186,1,8968,40,7642,7605,
81,1,1,1,1,0,1,7683,1,8968,40,7642,7605,
81,1,1,1,1,0,1,7683,1,8968,40,7642,7605,
81,1,1,1,1,0,1,7683,1,8968,40,7642,7605,
81,1,1,1,1,0,1,7683,1,8968,40,7642,7605,
216,0,1,0,1,0,1,7818,1,8968,40,7642,7605,
216,0,1,0,1,0,1,7818,1,8968,40,7642,7605,
216,0,1,0,1,0,1,7818,1,8968,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,0,1,0,1,0,0,7665,1,7397,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,40,7642,7605,
299,0,1,0,1,0,0,7901,1,8968,40,7642,7605,
299,0,1,0,1,0,0,7901,1,8968,40,7642,7605,
342,0,0,0,1,0,0,7944,1,7397,40,7642,7605,
342,0,1,0,1,0,0,7944,1,7397,40,7642,7605,
342,0,1,0,1,0,0,7944,1,7397,40,7642,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
63,1,1,1,1,0,1,7665,1,8968,58,7660,7605,
70,0,1,0,1,0,1,7672,1,8968,48,7650,7605,
342,0,1,0,1,0,0,7944,1,7397,48,7650,7605,
63,0,1,0,1,0,0,7665,1,7397,48,7650,7605,
459,0,1,0,1,0,0,8061,1,8968,39,7641,7605,
58,0,1,0,1,0,0,7660,1,8968,39,7641,7605,
58,0,1,0,1,0,0,7660,1,8968,39,7641,7605,
51,1,1,0,1,0,1,7653,1,8968,39,7641,7605,
51,1,1,0,1,0,1,7653,1,8968,39,7641,7605,
51,1,1,0,1,0,1,7653,1,8968,39,7641,7605,
584,0,1,0,0,0,0,8186,1,7397,39,7641,7605,
584,0,1,0,1,0,0,8186,1,7397,39,7641,7605,
70,0,1,0,1,0,1,7672,1,8968,39,7641,7605,
70,0,1,0,1,0,1,7672,1,8968,39,7641,7605,
70,0,1,0,1,0,1,7672,1,7397,58,7660,7605,
70,0,0,0,1,0,1,7672,1,7397,58,7660,7605,
