F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-CommandType,F16-EnvironmentFacade,F16-FieldTable,F16-long,F16-XAResource[],F16-NA,F16-void,F16-byte[],F16-int,F16-InternalMessage,F16-Color,F16-ConnectionSecure,F16-boolean,F16-String,F16-MessageMetaData_0_10,F16-ConstantExpression,F16-BigDecimal,F16-MBeanAttributeInfo[],F16-Message,F16-MessagePublishInfo,F3-NA,F3-short,F3-Class,F3-Integer,F3-Long,F3-Destination,F3-Map<String Object>,F3-Session.AUTO_ACKNOWLEDGE,F3-TimeUnit,F3-InputStream,F3-byte[],F3-null,F3-boolean,F3-SimplePropertyValue,F3-FileOutputStream,F3-String,F3-long,F3-State.DELETED,F3-int,F3-String[],F7--,F7-/,F7-++,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-BigInteger,F12-NA,F12-List<LoggingEvent>,F12-boolean,F12-Logger,F12-SocketAddress,F12-String,F12-CountDownLatch,F12-Outcome[],F12-byte,F12-Connection,F12-ConfiguredObjectRecord,F12-File,F12-JMSException,F12-AtomicInteger,F12-SSLEngine,F12-AtomicReference<Notification>,F12-TestCommand,F17-final,F17-static,F17-static-final,F17-NA,F2-Class,F2-NA,F2-Map<String Object>,F2-AbstractQueueTestBase,F2-SimpleCharStream,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-URLConnection,F2-ConnectionEndpoint,F2-CountDownLatch,F2-ByteBuffer,F2-BufferedReader,F2-Context,F2-System,F2-OutputStream,F2-File,F2-PlainPasswordFilePrincipalDatabaseTest,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.qpid.disttest.client.property.SimplePropertyValue,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-org.apache.qpid.test.client.destination.AMQAnyDestination,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-java.util.concurrent.CountDownLatch,F6-java.io.BufferedReader,F6-org.apache.qpid.test.unit.client.connection.AMQConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-createConsumer,F1-ReInit,F1-delete,F1-NA,F1-setState,F1-add,F1-close,F1-hasRemaining,F1-assertEquals,F1-createSession,F1-remaining,F1-listFiles,F1-getProperty,F1-getAbsolutePath,F1-put,F1-writeObject,F1-valueOf,F1-createPasswordFile,F1-currentTimeMillis,F1-createTempFile,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.io.DataInputStream,F5-java.util.AbstractSet,F5-java.util.HashMap,F9-correlationId,F9-name,F9-data,F9-records,F9-appId,F9-_major,F9-_minor,F9-branchId,F9-NA,F9-globalId,F9-response,F9-userId,F9-type,F10-NA,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-SaslServer,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-UUID,F4-Statement,F4-XATopicConnection,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-String,F4-int,F4-ServerMessage,F4-OutputStream,F8-AMQPProtocolVersionWrapper,F8-Command,F8-SessionDetach,F8-MessageProperties,F8-Payload,F8-Xid,F8-NA,F8-SessionDetached,F8-ConnectionStartOk,F8-DurableConfigurationStoreStub,F8-SessionAttached,F8-SessionAttach,F11-_underlying,F11-_size,F11-_logger,F11-NA,F11-TYPE_CODES,F11-ANONYMOUS_AUTHENTICATION_PROVIDER,F11-EXTERNAL_AUTHENTICATION_PROVIDER,F11-_mimeType,F11-_exception,F11-ACCEPTED,F11-_key,F11-_closed,F11-_fileName,F11-_connection,F11-QPID_MAX_SIZE,F11-cachedValues,F11-DEFAULT_LOG_WAIT,F11-LOGGER,F11-_brokerStoreType,F11-UTF8_CHARSET,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F73,F84,F146,category
3951,org/apache/qpid/amqp_1_0/type/transport,org/apache/qpid/amqp_1_0/type/transport/Open.java,909,true,3,24,1048,1,8,203,1,17,0.41843971631205673,201,20,0.09950248756218906,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,MALICIOUS_CODE,0.04191033138401559,EI_EXPOSE_REP,18,2,1,0.006568144499178982,0.003284072249589491,4.1050903119868636E-4,-1.0,0.011627906976744186,8.840537504680284E-4,0.06763285024154589,0.3766657602841401,-0.9534883720930233,0.0,0.00682261208576998,840.2946859903382,-1.0,-1.0,1,1518,909,3951,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.0380952380952381,0,1140,0,8,1,0,1149,1132,0.009613015301175344,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,7773,568,2999,open
3951,org/apache/qpid/amqp_1_0/type/transport,org/apache/qpid/amqp_1_0/type/transport/Open.java,909,true,3,24,1048,1,8,203,1,17,0.5425531914893617,201,20,0.09950248756218906,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,MALICIOUS_CODE,0.039473684210526314,EI_EXPOSE_REP2,18,2,1,0.006568144499178982,0.003284072249589491,4.1050903119868636E-4,-1.0,0.037037037037037035,0.0027434842249657062,0.06763285024154589,0.3766657602841401,-0.9259259259259259,0.0,0.00682261208576998,840.2946859903382,-1.0,-1.0,1,1518,909,3951,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.0380952380952381,0,1140,0,8,1,0,1149,1132,0.009613015301175344,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,7773,568,2999,open
3951,org/apache/qpid/amqp_1_0/type/transport,org/apache/qpid/amqp_1_0/type/transport/Open.java,909,true,3,24,1048,1,8,203,1,17,0.4716312056737589,201,20,0.09950248756218906,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,MALICIOUS_CODE,0.039473684210526314,EI_EXPOSE_REP2,18,2,1,0.006568144499178982,0.003284072249589491,4.1050903119868636E-4,-1.0,0.037037037037037035,0.0027434842249657062,0.06763285024154589,0.3766657602841401,-0.9259259259259259,0.0,0.00682261208576998,840.2946859903382,-1.0,-1.0,1,1518,909,3951,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.0380952380952381,0,1140,0,8,1,0,1149,1132,0.009613015301175344,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,7773,568,2999,open
3951,org/apache/qpid/amqp_1_0/type/transport,org/apache/qpid/amqp_1_0/type/transport/Open.java,909,true,3,24,1048,1,8,203,1,17,0.5070921985815603,201,20,0.09950248756218906,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,MALICIOUS_CODE,0.039473684210526314,EI_EXPOSE_REP2,18,2,1,0.006568144499178982,0.003284072249589491,4.1050903119868636E-4,-1.0,0.037037037037037035,0.0027434842249657062,0.06763285024154589,0.3766657602841401,-0.9259259259259259,0.0,0.00682261208576998,840.2946859903382,-1.0,-1.0,1,1518,909,3951,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.0380952380952381,0,1140,0,8,1,0,1149,1132,0.009613015301175344,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,7773,568,2999,open
3951,org/apache/qpid/amqp_1_0/type/transport,org/apache/qpid/amqp_1_0/type/transport/Open.java,909,true,3,24,1048,1,8,203,1,17,0.43617021276595747,201,20,0.09950248756218906,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,MALICIOUS_CODE,0.039473684210526314,EI_EXPOSE_REP2,18,2,1,0.006568144499178982,0.003284072249589491,4.1050903119868636E-4,-1.0,0.037037037037037035,0.0027434842249657062,0.06763285024154589,0.3766657602841401,-0.9259259259259259,0.0,0.00682261208576998,840.2946859903382,-1.0,-1.0,1,1518,909,3951,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.0380952380952381,0,1140,0,8,1,0,1149,1132,0.009613015301175344,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,7773,568,2999,open
3951,org/apache/qpid/amqp_1_0/type/transport/codec,org/apache/qpid/amqp_1_0/type/transport/codec/CloseConstructor.java,909,true,26,2,1569,1,16,90,6,41,0.6464646464646465,56,22,0.39285714285714285,0.34615384615384615,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.06968810916179337,DLS_DEAD_LOCAL_STORE,17,2,1,8.210180623973727E-4,4.1050903119868636E-4,4.1050903119868636E-4,-1.0,0.2867132867132867,0.00659705735275327,0.16463414634146342,0.2032662724748572,-0.25874125874125875,0.0,0.06578947368421052,828.6390243902439,-1.0,-1.0,0,1518,909,3951,0,0.0,0,0,0,0,0.0,48,0,0,48,0,48,0,9.794519150325464E-4,0,2902,0,0,0,0,2902,2902,0.027296044110756108,1520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,7773,776,3207,open
7773,org/apache/qpid/client,org/apache/qpid/client/AMQBrokerDetails.java,2933,true,14,23,7789,1,0,1242,3,128,0.6713426853707415,377,39,0.10344827586206896,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,I18N,0.020955165692007796,DM_CONVERT_CASE,20,3,1,0.029556650246305417,0.0012315270935960591,4.1050903119868636E-4,-1.0,0.3488372093023256,0.11357490535424555,0.25842696629213485,0.0011254123300019265,-0.27906976744186046,0.0,0.022417153996101363,905.9887640449438,-0.6388888888888888,-1.0,5,1609,953,4042,1031,0.19230769230769232,58,1128,-97,2217,0.0554864719791916,598,56,15,669,1,542,4,0.19161599217437444,5,18991,0,5988,2458,3,27437,13003,0.09806308064906054,195,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2626,7773,9,2440,open
7773,org/apache/qpid/client,org/apache/qpid/client/AMQBrokerDetails.java,2933,true,12,23,7789,1,8,1242,1,128,0.6893787575150301,377,39,0.10344827586206896,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,I18N,0.020955165692007796,DM_CONVERT_CASE,20,3,1,0.029556650246305417,0.0012315270935960591,4.1050903119868636E-4,-1.0,0.3488372093023256,0.11357490535424555,0.25842696629213485,0.0011254123300019265,-0.27906976744186046,0.0,0.022417153996101363,905.9887640449438,-0.6388888888888888,-1.0,5,1609,953,4042,1031,0.19230769230769232,58,1128,-97,2217,0.0554864719791916,598,56,15,669,1,542,4,0.19161599217437444,5,18991,0,5988,2458,3,27437,13003,0.09806308064906054,195,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2626,7773,9,2440,open
7773,org/apache/qpid/client,org/apache/qpid/client/AMQBrokerDetails.java,2933,true,20,23,7789,1,20,1242,5,128,0.7414829659318637,377,39,0.10344827586206896,0.6,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,PERFORMANCE,0.00682261208576998,WMI_WRONG_MAP_ITERATOR,18,2,1,0.029556650246305417,0.0012315270935960591,4.1050903119868636E-4,-1.0,0.14285714285714285,0.006802721088435374,0.2140221402214022,0.17416949749615449,-0.6428571428571429,0.0,0.028265107212475632,984.7453874538745,-0.6388888888888888,-1.0,32,5340,2933,7773,1031,0.19230769230769232,58,1128,-97,2217,0.0554864719791916,598,56,15,669,1,542,4,0.19161599217437444,5,18991,0,5988,2458,3,27437,13003,0.09806308064906054,195,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,2626,7773,9,2440,open
4422,org/apache/qpid/client,org/apache/qpid/client/AMQConnection.java,1181,true,167,104,7789,1,12,1242,50,128,0.21062384187770228,1177,217,0.18436703483432457,0.3712574850299401,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,PERFORMANCE,0.008284600389863547,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.029556650246305417,0.002052545155993432,4.1050903119868636E-4,-1.0,0.11764705882352941,0.005767012687427912,0.2140221402214022,0.17416949749615449,-0.7647058823529411,0.0,0.028265107212475632,984.7453874538745,-0.6388888888888888,-1.0,2,126,45,2559,1031,0.20112471773493137,58,1128,-97,2217,0.0554864719791916,2432,664,215,3311,23,1768,32,0.14165295692358013,62,18991,7,5988,2458,9,27437,13003,0.09806308064906054,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2467,7773,9,2440,open
4422,org/apache/qpid/client,org/apache/qpid/client/AMQConnection.java,1181,true,3,104,7789,1,8,1242,1,128,0.5179122915379865,1177,217,0.18436703483432457,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,BAD_PRACTICE,0.01023391812865497,NM_CONFUSING,19,3,0,0.029556650246305417,0.002052545155993432,2.0525451559934318E-4,-0.5,0.047619047619047616,0.0013338668800853672,0.1522491349480969,0.25944513143194586,-0.9047619047619048,0.0,0.021442495126705652,1213.0934256055364,-0.6388888888888888,-1.0,126,5340,2933,7773,1031,0.20112471773493137,58,1128,-97,2217,0.0554864719791916,2432,664,215,3311,23,1768,32,0.14165295692358013,62,18991,7,5988,2458,9,27437,13003,0.09806308064906054,36,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,2467,7773,9,2440,open
4422,org/apache/qpid/client,org/apache/qpid/client/AMQConnection.java,1181,true,3,104,7789,1,8,1242,1,128,0.3730697961704756,1177,217,0.18436703483432457,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,BAD_PRACTICE,0.01023391812865497,NM_CONFUSING,19,3,0,0.029556650246305417,0.002052545155993432,2.0525451559934318E-4,-0.5,0.047619047619047616,0.0013338668800853672,0.1522491349480969,0.25944513143194586,-0.9047619047619048,0.0,0.021442495126705652,1213.0934256055364,-0.6388888888888888,-1.0,126,5340,2933,7773,1031,0.20112471773493137,58,1128,-97,2217,0.0554864719791916,2432,664,215,3311,23,1768,32,0.14165295692358013,62,18991,7,5988,2458,9,27437,13003,0.09806308064906054,36,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,2467,7773,9,2440,open
