F83,F71-sdeboy@apache.org,F71-ggregory@apache.org,F71-rpopma@unknown,F71-rgoers@apache.org,F71-carnold@apache.org,F71-nickwilliams@unknown,F74,F85,F73,F84,F146,F147,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
176,0,1,0,0,0,1,7397,1,8968,11,7232,7224,
11,0,1,0,1,0,0,7232,1,8968,11,7232,7224,
11,0,1,0,1,0,0,7232,1,8968,11,7232,7224,
177,0,1,1,0,0,0,7398,1,8968,11,7232,7224,
177,0,1,1,1,0,0,7398,1,8968,11,7232,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,0,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,0,7397,1,8968,3,7224,7224,
145,0,0,0,1,0,0,7366,1,8968,3,7224,7224,
145,0,0,0,1,0,0,7366,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
11,0,1,1,1,1,0,7232,1,8968,3,7224,7224,
11,0,1,1,1,1,0,7232,1,8968,3,7224,7224,
176,0,1,1,1,1,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,1,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,1,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,0,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,0,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,0,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,0,0,0,7397,1,6413,3,7224,7224,
176,0,1,1,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,0,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,0,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
21,0,1,1,1,0,1,7242,1,8968,21,7242,7224,
21,0,1,1,1,0,1,7242,1,8968,21,7242,7224,
21,0,1,1,1,0,1,7242,1,8968,21,7242,7224,
89,0,1,1,1,0,1,7310,1,8968,21,7242,7224,
176,0,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,0,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,0,1,1,1,0,1,7397,1,8968,21,7242,7224,
176,0,1,0,1,0,0,7397,1,8968,21,7242,7224,
56,1,1,1,1,0,1,7277,1,8968,21,7242,7224,
56,1,1,1,1,0,0,7277,1,1275,21,7242,7224,
56,0,1,1,1,0,0,7277,1,1275,21,7242,7224,
56,1,1,1,1,0,0,7277,1,1275,21,7242,7224,
56,0,1,1,1,0,0,7277,1,1275,21,7242,7224,
56,1,1,1,1,0,0,7277,1,1275,21,7242,7224,
56,1,1,1,1,0,1,7277,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6816,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6816,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
54,0,1,1,0,0,0,7275,1,8968,21,7242,7224,
54,0,1,0,0,0,0,7275,1,8968,21,7242,7224,
78,1,1,1,1,0,1,7299,1,8968,21,7242,7224,
78,1,1,1,1,0,1,7299,1,8968,21,7242,7224,
78,0,1,1,0,0,0,7299,1,8968,21,7242,7224,
78,0,1,1,0,0,0,7299,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
86,0,1,1,1,0,1,7307,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
176,1,1,1,1,0,0,7397,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
109,0,0,0,1,0,0,7330,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6413,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6413,21,7242,7224,
176,0,1,0,1,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,1,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,1,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6540,21,7242,7224,
176,0,1,0,0,0,0,7397,1,6540,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,0,7397,1,8968,21,7242,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,1,0,0,1,7397,1,8968,109,7330,7224,
176,0,1,0,0,0,1,7397,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
109,0,1,0,1,0,1,7330,1,8968,109,7330,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
134,0,1,1,0,0,1,7355,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,0,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,134,7355,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,143,7364,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,0,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,1,7397,1,8968,142,7363,7224,
176,0,1,1,1,0,0,7397,1,8968,142,7363,7224,
78,0,1,0,0,0,0,7299,1,8968,8,7229,7224,
78,0,1,0,0,0,0,7299,1,8968,8,7229,7224,
78,0,1,0,0,0,0,7299,1,8968,8,7229,7224,
78,0,1,0,0,0,0,7299,1,8968,8,7229,7224,
78,0,1,0,1,0,1,7299,1,8968,8,7229,7224,
78,0,1,0,1,0,1,7299,1,8968,8,7229,7224,
176,1,1,0,1,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,6404,8,7229,7224,
176,0,1,0,0,0,0,7397,1,6404,8,7229,7224,
176,0,1,0,1,0,0,7397,1,6404,8,7229,7224,
176,0,1,0,1,0,0,7397,1,6404,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,1,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,1,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,1,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,1,0,0,7397,1,8968,8,7229,7224,
95,1,1,1,1,0,1,7316,1,8968,8,7229,7224,
95,1,1,1,1,0,1,7316,1,8968,8,7229,7224,
95,1,1,1,1,0,1,7316,1,8968,8,7229,7224,
95,1,1,1,1,0,1,7316,1,8968,8,7229,7224,
95,1,1,1,1,0,1,7316,1,8968,8,7229,7224,
176,0,1,1,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,1,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,1,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,0,7397,1,8968,8,7229,7224,
176,0,1,0,0,0,1,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,1,0,0,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,1,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,1,7397,1,8968,78,7299,7224,
176,0,1,0,0,0,1,7397,1,8968,78,7299,7224,
78,0,1,0,1,0,1,7299,1,8968,78,7299,7224,
78,0,1,0,1,0,1,7299,1,8968,78,7299,7224,
78,0,1,0,1,0,1,7299,1,8968,78,7299,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,6528,176,7397,7224,
176,0,1,1,1,0,0,7397,1,6528,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
2,0,1,1,1,0,0,7223,1,8968,2,7223,7224,
2,0,1,1,0,0,0,7223,1,8968,2,7223,7224,
21,0,1,1,1,0,0,7242,1,8968,2,7223,7224,
21,0,0,1,0,0,0,7242,1,8968,2,7223,7224,
21,0,1,1,0,0,0,7242,1,8968,2,7223,7224,
21,0,1,1,1,0,0,7242,1,8968,2,7223,7224,
21,0,1,1,1,0,0,7242,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,1,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,0,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,0,0,0,0,7397,1,8968,2,7223,7224,
176,0,1,0,1,0,0,7397,1,8968,2,7223,7224,
176,0,1,0,0,0,0,7397,1,6528,2,7223,7224,
176,0,1,0,0,0,0,7397,1,6528,2,7223,7224,
176,0,1,0,1,0,0,7397,1,6528,2,7223,7224,
2,0,0,1,0,0,0,7223,1,6404,2,7223,7224,
2,0,0,1,0,0,0,7223,1,6404,2,7223,7224,
2,0,0,1,0,0,0,7223,1,6404,2,7223,7224,
2,0,0,1,0,0,0,7223,1,8968,2,7223,7224,
2,0,0,1,0,0,0,7223,1,8968,2,7223,7224,
2,0,0,1,0,0,0,7223,1,8968,2,7223,7224,
2,0,1,1,1,0,0,7223,1,8968,2,7223,7224,
6,0,1,1,1,0,0,7227,1,8968,2,7223,7224,
176,0,1,1,1,0,0,7397,1,8968,2,7223,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,1,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,0,1,0,0,7397,1,8968,176,7397,7224,
176,0,1,1,0,0,0,7397,1,8968,176,7397,7224,
176,1,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,1,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,1,7397,1,8968,3,7224,7224,
9,0,0,1,1,0,0,7230,1,8968,3,7224,7224,
9,1,1,1,1,0,1,7230,1,8968,3,7224,7224,
9,1,1,1,1,0,1,7230,1,8968,3,7224,7224,
9,1,1,1,1,0,1,7230,1,8968,3,7224,7224,
9,0,1,1,1,0,1,7230,1,8968,3,7224,7224,
9,1,1,1,1,0,1,7230,1,8968,3,7224,7224,
9,1,1,1,1,0,1,7230,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
176,1,1,1,1,0,1,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
3,0,0,0,1,0,0,7224,1,8968,3,7224,7224,
3,1,1,1,1,0,1,7224,1,8968,3,7224,7224,
3,1,1,1,1,0,1,7224,1,8968,3,7224,7224,
3,1,1,1,1,0,1,7224,1,8968,3,7224,7224,
176,0,1,0,1,0,1,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,1,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,1,7397,1,8968,3,7224,7224,
68,0,1,1,1,0,1,7289,1,799,3,7224,7224,
68,0,1,1,1,0,1,7289,1,799,3,7224,7224,
176,0,1,1,0,0,1,7397,1,8968,3,7224,7224,
73,0,1,1,1,0,1,7294,1,8968,3,7224,7224,
74,1,1,1,1,0,1,7295,1,8968,3,7224,7224,
74,1,1,1,1,0,1,7295,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,0,1,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,0,0,0,7397,1,8968,3,7224,7224,
176,0,1,1,1,0,0,7397,1,8968,3,7224,7224,
