F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
35,3,135,1,8,10,5,2,0.47651006711409394,104,27,0.25961538461538464,0.08571428571428572,44,1,
35,3,135,1,12,10,5,2,0.48322147651006714,104,27,0.25961538461538464,0.11428571428571428,44,1,
70,3,135,1,16,10,9,2,0.6510067114093959,104,27,0.25961538461538464,0.2857142857142857,44,0,
0,1,505,1,3,21,1,4,0.509090909090909,40,5,0.125,1.0,0,1,
66,13,505,2,0,21,16,4,0.8941504178272981,255,66,0.25882352941176473,1.0,0,1,
66,13,505,2,0,21,16,4,0.8969359331476323,255,66,0.25882352941176473,1.0,0,1,
14,7,505,1,0,21,1,4,0.6724137931034483,497,50,0.1006036217303823,1.0,0,1,
14,7,505,1,0,21,1,4,0.6865203761755486,497,50,0.1006036217303823,1.0,0,1,
14,7,505,1,0,21,1,4,0.700626959247649,497,50,0.1006036217303823,1.0,0,1,
14,7,505,1,0,21,1,4,0.658307210031348,497,50,0.1006036217303823,1.0,0,1,
29,7,505,1,0,21,1,4,0.7648902821316614,497,50,0.1006036217303823,1.0,44,1,
3,20,276,1,4,42,1,3,0.19770114942528735,357,14,0.0392156862745098,0.6666666666666666,0,1,
3,20,276,1,4,42,1,3,0.20689655172413793,357,14,0.0392156862745098,0.6666666666666666,0,1,
35,20,276,1,10,42,9,3,0.9264367816091954,357,14,0.0392156862745098,0.5049833887043189,0,1,
28,20,276,1,6,42,8,3,0.8459770114942529,357,14,0.0392156862745098,0.6938775510204082,17,1,
7,9,2580,1,0,109,1,15,0.45267489711934156,207,11,0.05314009661835749,1.0,0,1,
34,9,2580,1,12,109,8,15,0.37448559670781895,207,11,0.05314009661835749,0.7058823529411765,0,1,
26,9,2580,1,16,109,5,15,0.6008230452674898,207,11,0.05314009661835749,0.2692307692307692,0,1,
5,9,2580,1,8,109,1,15,0.9670781893004116,207,11,0.05314009661835749,0.6,1,1,
3,9,2580,1,6,109,1,15,0.8333333333333334,108,9,0.08333333333333333,0.6666666666666666,0,1,
3,9,2580,1,6,109,1,15,0.8636363636363636,108,9,0.08333333333333333,0.6666666666666666,0,1,
39,9,2580,1,0,109,9,15,0.7121212121212122,108,9,0.08333333333333333,1.0,0,1,
3,9,2580,1,6,109,1,15,0.5568181818181818,108,9,0.08333333333333333,0.6666666666666666,0,0,
3,9,2580,1,6,109,1,15,0.5681818181818182,108,9,0.08333333333333333,0.6666666666666666,0,0,
391,12,2580,1,15,109,140,15,0.2529182879377432,1201,37,0.030807660283097418,0.46547314578005117,0,1,
118,12,2580,1,0,109,33,15,0.8038910505836576,1201,37,0.030807660283097418,1.0,0,1,
118,12,2580,1,0,109,33,15,0.8077821011673152,1201,37,0.030807660283097418,1.0,0,1,
118,12,2580,1,0,109,33,15,0.8116731517509728,1201,37,0.030807660283097418,1.0,0,1,
118,12,2580,1,0,109,33,15,0.8155642023346303,1201,37,0.030807660283097418,1.0,0,1,
782,12,2580,1,15,109,279,15,0.34474708171206225,1201,37,0.030807660283097418,0.23907385193400174,0,0,
444,12,2580,1,15,109,149,15,0.6649805447470817,1201,37,0.030807660283097418,0.2638263263263263,0,0,
210,12,2580,1,19,109,47,15,0.49299610894941637,1201,37,0.030807660283097418,0.33231292517006805,0,0,
105,12,2580,1,0,109,24,15,0.46070038910505834,1201,37,0.030807660283097418,1.0,0,1,
391,12,2580,1,15,109,140,15,0.12840466926070038,1201,37,0.030807660283097418,0.07161125319693094,0,1,
782,12,2580,1,0,109,279,15,0.2517509727626459,1201,37,0.030807660283097418,1.0,0,0,
391,12,2580,1,14,109,140,15,0.1066147859922179,1201,37,0.030807660283097418,0.4805104193925904,0,1,
105,12,2580,1,18,109,24,15,0.5206225680933853,1201,37,0.030807660283097418,0.6269005847953216,0,1,
222,12,2580,1,0,109,75,15,0.554863813229572,1201,37,0.030807660283097418,1.0,0,1,
29,12,2580,1,6,109,5,15,0.03268482490272374,1201,37,0.030807660283097418,0.1724137931034483,0,1,
21,2,2580,1,4,109,1,15,0.6712328767123288,55,6,0.10909090909090909,0.19047619047619047,25,1,
21,2,2580,1,4,109,1,15,0.684931506849315,55,6,0.10909090909090909,0.23809523809523808,25,1,
21,2,2580,1,4,109,1,15,0.6986301369863014,55,6,0.10909090909090909,0.2857142857142857,25,1,
21,2,2580,1,4,109,1,15,0.7123287671232876,55,6,0.10909090909090909,0.3333333333333333,25,1,
21,2,2580,1,4,109,1,15,0.726027397260274,55,6,0.10909090909090909,0.38095238095238093,25,1,
21,2,2580,1,4,109,1,15,0.7397260273972602,55,6,0.10909090909090909,0.42857142857142855,25,1,
21,2,2580,1,4,109,1,15,0.7534246575342466,55,6,0.10909090909090909,0.47619047619047616,25,1,
3,3,2580,1,7,109,1,15,0.9411764705882353,34,8,0.23529411764705882,0.6666666666666666,0,1,
0,3,2580,1,3,109,1,15,0.6862745098039216,34,8,0.23529411764705882,1.0,0,1,
16,49,2580,1,4,109,1,15,0.29058888277380296,1434,200,0.1394700139470014,0.375,0,1,
12,49,2580,1,6,109,2,15,0.813979086406164,1434,200,0.1394700139470014,0.5833333333333334,0,1,
12,49,2580,1,6,109,2,15,0.8117776554760594,1434,200,0.1394700139470014,0.25,0,1,
32,49,2580,1,4,109,5,15,0.44468904788112273,1434,200,0.1394700139470014,0.90625,0,1,
32,49,2580,1,4,109,5,15,0.4452394056136489,1434,200,0.1394700139470014,0.9375,0,1,
53,49,2580,1,8,109,8,15,0.38635112823335166,1434,200,0.1394700139470014,0.32075471698113206,0,1,
25,49,2580,1,0,109,5,15,0.09190974133186572,1434,200,0.1394700139470014,1.0,0,1,
14,49,2580,1,6,109,1,15,0.8222344523940561,1434,200,0.1394700139470014,0.35714285714285715,0,1,
19,49,2580,1,6,109,3,15,0.1546505228398459,1434,200,0.1394700139470014,0.7368421052631579,0,1,
15,49,2580,1,6,109,1,15,0.12438084755090809,1434,200,0.1394700139470014,0.26666666666666666,0,1,
35,49,2580,1,10,109,9,15,0.26582278481012656,1434,200,0.1394700139470014,0.5049833887043189,0,1,
37,49,2580,1,0,109,10,15,0.6428178315905339,1434,200,0.1394700139470014,1.0,0,1,
3,49,2580,1,4,109,1,15,0.45294441386901485,1434,200,0.1394700139470014,0.6666666666666666,0,1,
10,2,157,1,4,11,1,6,0.8253968253968254,48,8,0.16666666666666666,0.5833333333333333,2,1,
40,2,157,1,4,11,1,6,0.9087301587301587,48,8,0.16666666666666666,0.15,2,0,
0,11,479,4,4,25,1,9,0.06367583212735166,470,94,0.2,1.0,0,1,
36,2,479,1,8,25,13,9,0.8809523809523809,72,6,0.08333333333333333,0.3148148148148148,2,0,
36,2,479,1,8,25,13,9,0.8690476190476191,72,6,0.08333333333333333,0.2222222222222222,2,0,
5,5,479,1,6,25,1,9,0.5384615384615384,54,6,0.1111111111111111,0.8,0,1,
12,5,479,1,6,25,4,9,0.7846153846153846,54,6,0.1111111111111111,0.5444444444444444,1,1,
3,3,479,1,6,25,1,9,0.9318181818181818,30,6,0.2,0.6666666666666666,0,1,
4,2,348,1,4,36,1,4,0.9534883720930233,33,1,0.030303030303030304,0.75,0,1,
4,2,348,1,4,36,1,4,0.8372093023255814,33,1,0.030303030303030304,0.75,0,1,
9,16,348,1,8,36,1,4,0.10606060606060606,409,103,0.25183374083129584,0.3333333333333333,0,1,
47,16,348,1,6,36,4,4,0.7828282828282829,409,103,0.25183374083129584,0.06382978723404255,0,1,
47,16,348,1,6,36,4,4,0.8265993265993266,409,103,0.25183374083129584,0.3404255319148936,0,1,
9,16,348,1,8,36,1,4,0.10606060606060606,409,103,0.25183374083129584,0.3333333333333333,0,1,
16,16,348,1,8,36,3,4,0.15824915824915825,409,103,0.25183374083129584,0.6875,0,1,
10,16,348,1,8,36,1,4,0.21717171717171718,409,103,0.25183374083129584,0.6,0,1,
13,16,348,1,8,36,3,4,0.27104377104377103,409,103,0.25183374083129584,0.9230769230769231,0,1,
55,16,348,1,14,36,8,4,0.6077441077441077,409,103,0.25183374083129584,0.6598086124401914,0,1,
3,14,348,1,6,36,1,4,0.5789473684210527,91,11,0.12087912087912088,0.6666666666666666,0,1,
12,1,1578,1,8,74,1,26,0.7692307692307693,39,6,0.15384615384615385,0.16666666666666666,0,1,
4,5,1578,1,8,74,1,26,0.6428571428571429,39,38,0.9743589743589743,0.75,0,1,
10,2,1578,1,4,74,1,26,0.8307692307692308,50,8,0.16,0.5833333333333333,2,1,
40,2,1578,1,4,74,1,26,0.9115384615384615,50,8,0.16,0.15,2,0,
5,5,1578,1,6,74,1,26,0.5,54,24,0.4444444444444444,0.8,0,1,
12,5,1578,1,6,74,4,26,0.8333333333333334,54,24,0.4444444444444444,0.5444444444444444,1,1,
0,1,1578,1,5,74,1,26,0.8118811881188119,86,7,0.08139534883720931,1.0,0,1,
3,3,1578,1,6,74,1,26,0.9318181818181818,30,6,0.2,0.6666666666666666,0,1,
3,9,1578,1,6,74,1,26,0.8333333333333334,109,9,0.08256880733944955,0.6666666666666666,0,1,
3,9,1578,1,6,74,1,26,0.8636363636363636,109,9,0.08256880733944955,0.6666666666666666,0,1,
39,9,1578,1,0,74,9,26,0.7121212121212122,109,9,0.08256880733944955,1.0,0,1,
110,12,1578,1,0,74,24,26,0.5278532608695652,1257,163,0.12967382657120127,1.0,0,1,
403,12,1578,1,15,74,140,26,0.2642663043478261,1257,163,0.12967382657120127,0.4665012406947891,0,1,
144,12,1578,1,0,74,33,26,0.8029891304347826,1257,163,0.12967382657120127,1.0,0,1,
144,12,1578,1,0,74,33,26,0.8070652173913043,1257,163,0.12967382657120127,1.0,0,1,
144,12,1578,1,0,74,33,26,0.811141304347826,1257,163,0.12967382657120127,1.0,0,1,
144,12,1578,1,0,74,33,26,0.8152173913043478,1257,163,0.12967382657120127,1.0,0,1,
806,12,1578,1,15,74,279,26,0.3046875,1257,163,0.12967382657120127,0.23663233711763543,0,0,
806,12,1578,1,15,74,279,26,0.34646739130434784,1257,163,0.12967382657120127,0.2379279299062342,0,0,
446,12,1578,1,15,74,149,26,0.6586277173913043,1257,163,0.12967382657120127,0.2626432486297957,0,0,
220,12,1578,1,19,74,47,26,0.4921875,1257,163,0.12967382657120127,0.3253246753246753,0,0,
110,12,1578,1,0,74,24,26,0.4639945652173913,1257,163,0.12967382657120127,1.0,0,1,
403,12,1578,1,19,74,140,26,0.2269021739130435,1257,163,0.12967382657120127,0.3424317617866005,0,1,
403,12,1578,1,15,74,140,26,0.15081521739130435,1257,163,0.12967382657120127,0.07444168734491315,0,1,
806,12,1578,1,0,74,279,26,0.2632472826086957,1257,163,0.12967382657120127,1.0,0,0,
403,12,1578,1,14,74,140,26,0.13043478260869565,1257,163,0.12967382657120127,0.47828134075474277,0,1,
110,12,1578,1,18,74,24,26,0.5197010869565217,1257,163,0.12967382657120127,0.6199362041467306,0,1,
29,12,1578,1,6,74,5,26,0.03736413043478261,1257,163,0.12967382657120127,0.1724137931034483,0,1,
25,2,1578,1,4,74,1,26,0.6375,60,7,0.11666666666666667,0.16,17,1,
25,2,1578,1,4,74,1,26,0.65,60,7,0.11666666666666667,0.2,17,1,
25,2,1578,1,4,74,1,26,0.6625,60,7,0.11666666666666667,0.24,17,1,
25,2,1578,1,4,74,1,26,0.675,60,7,0.11666666666666667,0.28,17,1,
25,2,1578,1,4,74,1,26,0.6875,60,7,0.11666666666666667,0.32,17,1,
25,2,1578,1,4,74,1,26,0.7,60,7,0.11666666666666667,0.36,17,1,
25,2,1578,1,4,74,1,26,0.7125,60,7,0.11666666666666667,0.4,17,1,
0,2,1578,1,3,74,1,26,0.5625,60,7,0.11666666666666667,1.0,0,1,
25,2,1578,1,4,74,1,26,0.775,60,7,0.11666666666666667,0.56,17,1,
25,2,1578,1,4,74,1,26,0.7625,60,7,0.11666666666666667,0.52,17,1,
25,2,1578,1,4,74,1,26,0.7875,60,7,0.11666666666666667,0.6,17,1,
25,2,1578,1,4,74,1,26,0.75,60,7,0.11666666666666667,0.48,17,1,
0,2,1578,1,3,74,1,26,0.7592592592592593,30,15,0.5,1.0,0,1,
3,142,4797,1,8,1284,1,7,0.6175790285273709,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.35851966075558983,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.3708558211256746,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.5929067077872012,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.6237471087124132,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.3646877409406322,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.37702390131071706,659,484,0.7344461305007587,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.5990747879722437,659,484,0.7344461305007587,0.6666666666666666,1,1,
3,295,4797,1,0,1284,1,7,0.17714650494733483,1706,1064,0.6236811254396248,1.0,0,1,
3,295,4797,1,0,1284,1,7,0.16916693265240984,1706,1064,0.6236811254396248,1.0,0,1,
3,295,4797,1,0,1284,1,7,0.16789020108522182,1706,1064,0.6236811254396248,1.0,0,1,
3,295,4797,1,0,1284,1,7,0.18448771145866583,1706,1064,0.6236811254396248,1.0,0,1,
3,295,4797,1,8,1284,1,7,0.3967443345036706,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.3814235556974146,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.3763166294286626,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.4222789658474306,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.3992977976380466,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.38397701883179064,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.3788700925630386,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.42483242898180656,1706,1064,0.6236811254396248,0.6666666666666666,0,1,
3,295,4797,1,8,1284,1,7,0.16645387807213533,1706,1064,0.6236811254396248,0.6666666666666666,0,0,
3,295,4797,1,8,1284,1,7,0.41254388764762207,1706,1064,0.6236811254396248,0.6666666666666666,0,0,
3,295,4797,1,6,1284,1,7,0.1873603574848388,1706,1064,0.6236811254396248,0.8333333333333334,0,0,
3,295,4797,1,6,1284,1,7,0.4152569422278966,1706,1064,0.6236811254396248,0.8333333333333334,0,0,
3,521,4797,1,8,1284,1,7,0.45103092783505155,3580,1596,0.44581005586592176,0.6666666666666666,0,0,
3,521,4797,1,8,1284,1,7,0.4528599933488527,3580,1596,0.44581005586592176,0.6666666666666666,0,0,
3,521,4797,1,6,1284,1,7,0.45269371466577984,3580,1596,0.44581005586592176,0.8333333333333334,0,0,
3,521,4797,1,6,1284,1,7,0.454522780179581,3580,1596,0.44581005586592176,0.8333333333333334,0,0,
3,142,4797,1,8,1284,1,7,0.8488924050632911,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7349683544303798,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7223101265822784,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.696993670886076,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.6843354430379747,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7096518987341772,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.6716772151898734,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.8868670886075949,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.3552215189873418,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.8995253164556962,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.39319620253164556,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.6210443037974683,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.9248417721518988,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.9375,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.8552215189873418,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7412974683544303,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7286392405063291,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7033227848101266,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.6906645569620253,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.7159810126582279,659,436,0.661608497723824,0.6666666666666666,0,1,
3,142,4797,1,8,1284,1,7,0.678006329113924,659,436,0.661608497723824,0.6666666666666666,0,1,
