F83,F71-msb@apache.org,F71-acoliver@apache.org,F71-sergey@apache.org,F71-klute@apache.org,F71-berlog@apache.org,F71-mjohnson@apache.org,F71-glens@apache.org,F71-sackley@apache.org,F71-paolo@apache.org,F71-yegor@apache.org,F71-slaubach@apache.org,F71-jheight@apache.org,F71-ugo@apache.org,F71-maxcom@apache.org,F71-bayard@apache.org,F71-josh@apache.org,F71-dmui@apache.org,F71-avik@apache.org,F71-amol@apache.org,F71-nick@apache.org,F74,F85,F73,F84,F146,F147,
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3774,1,8677,19,3540,3524,
1117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4638,1,8677,19,3540,3524,
1117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4638,1,8677,19,3540,3524,
1117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4638,1,8677,19,3540,3524,
1117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4638,1,8677,19,3540,3524,
881,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4402,1,8677,19,3540,3524,
881,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4402,1,8677,19,3540,3524,
927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4448,1,8677,19,3540,3524,
927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4448,1,8677,19,3540,3524,
927,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4448,1,8677,19,3540,3524,
102,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3623,1,8677,21,3542,3524,
136,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3657,1,8677,21,3542,3524,
154,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3675,1,8677,21,3542,3524,
146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3667,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
137,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3658,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3675,1,8677,21,3542,3524,
154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3675,1,8677,21,3542,3524,
154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3675,1,8677,21,3542,3524,
154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3675,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
1873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5394,1,8677,21,3542,3524,
1873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5394,1,8677,21,3542,3524,
1873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5394,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3676,1,8677,21,3542,3524,
125,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,3646,1,8677,21,3542,3524,
125,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,3646,1,8677,21,3542,3524,
154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3675,1,8677,21,3542,3524,
154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3675,1,8677,21,3542,3524,
154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3675,1,8677,21,3542,3524,
154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3675,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
1731,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
155,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3676,1,8677,21,3542,3524,
3342,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,1945,5466,3524,
3342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,1945,5466,3524,
3342,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,1945,5466,3524,
3342,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,1945,5466,3524,
3342,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,1945,5466,3524,
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5034,1,8677,544,4065,3524,
544,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4065,1,8677,544,4065,3524,
544,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4065,1,8677,544,4065,3524,
1158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4679,1,8677,544,4065,3524,
1158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4679,1,8677,544,4065,3524,
1158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4679,1,8677,544,4065,3524,
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4679,1,8677,544,4065,3524,
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4679,1,8677,544,4065,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,181,3702,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4070,1,2090,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
549,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4070,1,8677,549,4070,3524,
