F61,F77,F88,F70,
14,4709,3583,8487,
14,4709,3583,8487,
14,4709,3583,8487,
13,4390,3538,8168,
14,4709,3583,8487,
14,4709,3583,8487,
14,4709,3583,8487,
14,4709,3583,8487,
14,4709,3583,8487,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
6,4709,3583,8487,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
5,4390,3538,8168,
9,4691,3578,8469,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4389,3538,8167,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
11,4526,3553,8304,
11,4526,3553,8304,
15,4693,3578,8471,
15,4693,3578,8471,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
10,4524,3553,8302,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
10,4524,3553,8302,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
9,4389,3538,8167,
10,4524,3553,8302,
10,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
8,4389,3538,8167,
9,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
9,4524,3553,8302,
8,4389,3538,8167,
9,4524,3553,8302,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
8,4389,3538,8167,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
10,4524,3553,8302,
5,4248,3476,8026,
5,4248,3476,8026,
15,4899,3630,8677,
15,4899,3630,8677,
6,4899,3630,8677,
6,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
13,4899,3630,8677,
13,4899,3630,8677,
13,4899,3630,8677,
2,1609,963,5387,
6,4899,3630,8677,
6,4899,3630,8677,
6,4899,3630,8677,
6,4899,3630,8677,
6,4899,3630,8677,
6,4899,3630,8677,
8,4899,3630,8677,
8,4899,3630,8677,
3,4899,3630,8677,
7,4899,3630,8677,
4,4899,3630,8677,
4,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
2,1609,963,5387,
5,4899,3630,8677,
5,4899,3630,8677,
8,4899,3630,8677,
1,801,313,4579,
1,801,313,4579,
4,886,384,4664,
4,886,384,4664,
4,886,384,4664,
6,886,384,4664,
3,800,312,4578,
3,800,312,4578,
3,800,312,4578,
1,781,310,4559,
2,803,313,4581,
2,803,313,4581,
2,803,313,4581,
0,801,313,4579,
1,800,312,4578,
2,803,313,4581,
2,803,313,4581,
0,801,313,4579,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
1,799,312,4577,
3,4899,3630,8677,
0,800,312,4578,
0,800,312,4578,
0,800,312,4578,
0,800,312,4578,
0,800,312,4578,
8,4899,3630,8677,
8,4899,3630,8677,
8,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
9,4899,3630,8677,
9,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
8,3715,3040,7493,
13,4212,3463,7990,
13,4212,3463,7990,
3,83,79,3861,
3,83,79,3861,
6,3312,2142,7090,
28,4870,3616,8648,
2,3312,2142,7090,
1,91,79,3869,
1,91,79,3869,
1,91,79,3869,
1,91,79,3869,
1,91,79,3869,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
6,3312,2142,7090,
9,3740,3054,7518,
21,4384,3538,8162,
14,3705,3035,7483,
17,3722,3048,7500,
33,4870,3616,8648,
14,3705,3035,7483,
0,1257,726,5035,
18,3740,3054,7518,
8,3516,2510,7294,
28,4870,3616,8648,
24,4870,3616,8648,
2,3312,2142,7090,
2,3312,2142,7090,
33,4870,3616,8648,
33,4870,3616,8648,
33,4870,3616,8648,
33,4870,3616,8648,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
5,3312,2142,7090,
0,1501,874,5279,
0,1501,874,5279,
0,1501,874,5279,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
11,4400,3540,8178,
1,85,79,3863,
2,91,79,3869,
29,3740,3054,7518,
12,2754,1432,6532,
3,3312,2142,7090,
3,3312,2142,7090,
4,3798,3089,7576,
4,3798,3089,7576,
16,3798,3089,7576,
4,3644,2968,7422,
9,3793,3088,7571,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
3,2754,1432,6532,
3,2754,1432,6532,
7,3312,2142,7090,
7,3312,2142,7090,
7,3312,2142,7090,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
28,3741,3054,7519,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
8,3312,2142,7090,
7,3798,3089,7576,
7,3798,3089,7576,
5,3766,3079,7544,
8,3703,3034,7481,
4,3561,2692,7339,
8,3703,3034,7481,
4,3312,2142,7090,
4,3312,2142,7090,
9,3716,3040,7494,
7,3716,3040,7494,
8,4899,3630,8677,
17,4870,3616,8648,
17,4870,3616,8648,
17,4870,3616,8648,
11,4870,3616,8648,
11,4870,3616,8648,
11,4870,3616,8648,
3,3312,2142,7090,
6,3775,3083,7553,
11,4870,3616,8648,
34,3175,1942,6953,
25,2972,1597,6750,
44,3453,2420,7231,
44,3453,2420,7231,
45,4899,3630,8677,
45,4899,3630,8677,
45,4899,3630,8677,
5,955,446,4733,
8,4899,3630,8677,
8,4899,3630,8677,
5,3236,2036,7014,
5,3236,2036,7014,
5,3175,1942,6953,
4,3175,1942,6953,
4,3175,1942,6953,
7,3175,1942,6953,
4,3175,1942,6953,
7,3175,1942,6953,
7,3175,1942,6953,
7,3175,1942,6953,
6,3403,2370,7181,
6,3403,2370,7181,
6,3403,2370,7181,
6,3403,2370,7181,
6,3403,2370,7181,
6,3403,2370,7181,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
7,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
7,2517,1365,6295,
7,2517,1365,6295,
7,2517,1365,6295,
3,3046,1689,6824,
5,1963,1196,5741,
7,2488,1358,6266,
5,2488,1358,6266,
5,2488,1358,6266,
3,2265,1253,6043,
3,2265,1253,6043,
4,2878,1468,6656,
4,3175,1942,6953,
27,4899,3630,8677,
27,4899,3630,8677,
27,4899,3630,8677,
27,4899,3630,8677,
8,4899,3630,8677,
7,1553,926,5331,
7,1553,926,5331,
1,146,108,3924,
6,2498,1362,6276,
5,2489,1359,6267,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
8,2501,1363,6279,
12,2517,1365,6295,
4,3040,1686,6818,
7,3453,2420,7231,
7,2500,1363,6278,
7,2500,1363,6278,
32,3299,2122,7077,
11,2508,1364,6286,
5,2491,1360,6269,
7,3299,2122,7077,
7,3299,2122,7077,
26,3166,1910,6944,
26,3166,1910,6944,
32,3453,2420,7231,
22,3166,1910,6944,
13,3166,1910,6944,
0,1219,650,4997,
12,2508,1364,6286,
4,2375,1310,6153,
6,3166,1910,6944,
3,3049,1691,6827,
6,3166,1910,6944,
6,3166,1910,6944,
6,3166,1910,6944,
13,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
5,4899,3630,8677,
12,2498,1362,6276,
6,2474,1349,6252,
9,2491,1360,6269,
4,2126,1228,5904,
9,2491,1360,6269,
4,2126,1228,5904,
4,2126,1228,5904,
4,2126,1228,5904,
6,2373,1310,6151,
45,4899,3630,8677,
1,3049,1691,6827,
1,4899,3630,8677,
1,4899,3630,8677,
1,4899,3630,8677,
1,4899,3630,8677,
2,3046,1689,6824,
1,3046,1689,6824,
0,1484,861,5262,
9,4899,3630,8677,
9,4899,3630,8677,
9,4899,3630,8677,
9,4899,3630,8677,
9,4899,3630,8677,
9,4899,3630,8677,
16,4899,3630,8677,
5,2438,1335,6216,
5,2438,1335,6216,
2,2264,1253,6042,
4,2126,1228,5904,
7,2481,1356,6259,
5,3166,1910,6944,
5,3166,1910,6944,
17,4899,3630,8677,
17,4899,3630,8677,
17,4899,3630,8677,
7,3293,2117,7071,
15,4899,3630,8677,
15,4899,3630,8677,
3,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
16,4899,3630,8677,
5,2100,1223,5878,
42,4899,3630,8677,
42,4899,3630,8677,
6,3453,2420,7231,
13,4899,3630,8677,
3,1741,1075,5519,
13,4899,3630,8677,
13,4899,3630,8677,
12,3453,2420,7231,
4,2495,1361,6273,
9,2126,1228,5904,
44,4899,3630,8677,
44,4899,3630,8677,
5,4899,3630,8677,
6,2103,1225,5881,
6,2103,1225,5881,
6,2103,1225,5881,
6,2103,1225,5881,
6,2103,1225,5881,
6,4899,3630,8677,
6,2474,1349,6252,
6,2474,1349,6252,
6,2474,1349,6252,
6,2474,1349,6252,
5,2505,1364,6283,
4,2439,1336,6217,
6,3211,2001,6989,
6,3211,2001,6989,
6,3211,2001,6989,
8,3175,1942,6953,
8,3175,1942,6953,
2,2375,1310,6153,
17,3046,1689,6824,
7,2474,1349,6252,
12,2498,1362,6276,
34,4899,3630,8677,
34,4899,3630,8677,
46,3166,1910,6944,
70,4899,3630,8677,
70,4899,3630,8677,
70,4899,3630,8677,
70,4899,3630,8677,
70,4899,3630,8677,
70,4899,3630,8677,
56,3293,2117,7071,
56,3293,2117,7071,
4,1741,1075,5519,
7,2987,1617,6765,
0,628,199,4406,
17,4899,3630,8677,
17,4899,3630,8677,
15,1261,727,5039,
15,1261,727,5039,
19,1273,731,5051,
5,1277,731,5055,
7,1281,732,5059,
1,848,363,4626,
5,1277,731,5055,
4,1261,727,5039,
4,1281,732,5059,
4,1281,732,5059,
5,4899,3630,8677,
7,1275,731,5053,
10,1281,732,5059,
10,1281,732,5059,
7,1275,731,5053,
10,1281,732,5059,
2,1275,731,5053,
6,1279,732,5057,
4,1273,731,5051,
3,1261,727,5039,
0,748,283,4526,
1,845,363,4623,
0,844,362,4622,
1,848,363,4626,
4,4899,3630,8677,
2,1142,585,4920,
17,2992,1648,6770,
2,227,133,4005,
9,227,133,4005,
9,227,133,4005,
9,227,133,4005,
16,567,187,4345,
16,567,187,4345,
0,227,133,4005,
0,227,133,4005,
0,227,133,4005,
80,4899,3630,8677,
31,2430,1333,6208,
63,4360,3529,8138,
32,2453,1343,6231,
80,4899,3630,8677,
7,4899,3630,8677,
21,4899,3630,8677,
21,4899,3630,8677,
14,4077,3347,7855,
14,4077,3347,7855,
14,4077,3347,7855,
12,3058,1697,6836,
13,4899,3630,8677,
13,4899,3630,8677,
12,3058,1697,6836,
12,3058,1697,6836,
12,3058,1697,6836,
19,4899,3630,8677,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
18,3025,1668,6803,
19,4899,3630,8677,
11,2522,1366,6300,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
12,4899,3630,8677,
22,2388,1322,6166,
27,4899,3630,8677,
27,4899,3630,8677,
14,2140,1231,5918,
27,4899,3630,8677,
4,3130,1834,6908,
6,3599,2832,7377,
7,1312,748,5090,
17,1313,748,5091,
17,1313,748,5091,
17,1313,748,5091,
17,1313,748,5091,
5,3599,2832,7377,
22,2702,1402,6480,
3,3491,2444,7269,
6,3599,2832,7377,
6,4899,3630,8677,
2,4899,3630,8677,
20,2152,1238,5930,
2,916,410,4694,
12,3599,2832,7377,
1,1049,519,4827,
20,4154,3414,7932,
16,4154,3414,7932,
24,4154,3414,7932,
18,3977,3242,7755,
38,4899,3630,8677,
22,4899,3630,8677,
31,2663,1391,6441,
29,2605,1380,6383,
32,4899,3630,8677,
12,4154,3414,7932,
12,4154,3414,7932,
21,3977,3242,7755,
16,3599,2832,7377,
6,1944,1187,5722,
20,4899,3630,8677,
6,1944,1187,5722,
10,2226,1249,6004,
13,2798,1446,6576,
21,2834,1455,6612,
22,2914,1498,6692,
15,4154,3414,7932,
13,4154,3414,7932,
0,1824,1145,5602,
12,4154,3414,7932,
14,3599,2832,7377,
14,3599,2832,7377,
8,2919,1508,6697,
0,1829,1146,5607,
10,4899,3630,8677,
7,2229,1249,6007,
18,4899,3630,8677,
18,4899,3630,8677,
18,4899,3630,8677,
13,3599,2832,7377,
26,4899,3630,8677,
18,2835,1458,6613,
25,3599,2832,7377,
0,1066,530,4844,
0,1066,530,4844,
7,4899,3630,8677,
7,4899,3630,8677,
11,4899,3630,8677,
11,2990,1644,6768,
11,2990,1644,6768,
8,2471,1348,6249,
29,4899,3630,8677,
29,4899,3630,8677,
29,4899,3630,8677,
29,4899,3630,8677,
1,1829,1146,5607,
1,1829,1146,5607,
52,4154,3414,7932,
1,1049,519,4827,
12,4154,3414,7932,
11,3599,2832,7377,
12,4154,3414,7932,
12,4154,3414,7932,
1,1066,530,4844,
2,1321,751,5099,
2,1321,751,5099,
1,1829,1146,5607,
8,3599,2832,7377,
2,1284,735,5062,
2,1284,735,5062,
2,1284,735,5062,
7,1817,1144,5595,
0,193,118,3971,
7,1817,1144,5595,
24,4899,3630,8677,
23,2777,1438,6555,
15,4154,3414,7932,
0,1824,1145,5602,
25,4154,3414,7932,
17,4154,3414,7932,
5,1357,769,5135,
3,1049,519,4827,
3,1049,519,4827,
3,1049,519,4827,
3,1049,519,4827,
3,1049,519,4827,
17,3977,3242,7755,
23,4899,3630,8677,
23,4899,3630,8677,
21,4899,3630,8677,
21,4899,3630,8677,
12,2837,1460,6615,
8,2837,1460,6615,
17,4154,3414,7932,
29,3599,2832,7377,
6,2996,1652,6774,
16,4012,3294,7790,
16,3991,3259,7769,
0,1824,1145,5602,
7,2997,1655,6775,
12,4154,3414,7932,
12,4154,3414,7932,
16,4154,3414,7932,
0,1824,1145,5602,
18,4154,3414,7932,
30,2263,1252,6041,
78,4899,3630,8677,
30,2263,1252,6041,
5,4899,3630,8677,
41,3386,2338,7164,
42,4899,3630,8677,
42,4899,3630,8677,
12,4154,3414,7932,
0,1824,1145,5602,
16,3977,3242,7755,
25,4154,3414,7932,
15,4154,3414,7932,
19,3864,3121,7642,
19,3864,3121,7642,
12,4154,3414,7932,
6,2996,1652,6774,
20,4154,3414,7932,
35,3386,2338,7164,
24,3961,3218,7739,
30,4899,3630,8677,
4,1908,1170,5686,
20,2712,1406,6490,
1,1829,1146,5607,
5,4011,3294,7789,
1,4899,3630,8677,
1,4899,3630,8677,
2,1593,951,5371,
9,3386,2338,7164,
2,1593,951,5371,
19,4899,3630,8677,
13,2974,1599,6752,
27,3599,2832,7377,
17,3977,3242,7755,
32,4899,3630,8677,
37,4899,3630,8677,
37,4899,3630,8677,
37,4899,3630,8677,
4,1321,751,5099,
0,1824,1145,5602,
0,1066,530,4844,
1,1321,751,5099,
1,1321,751,5099,
0,1066,530,4844,
1,1321,751,5099,
1,1321,751,5099,
12,4154,3414,7932,
9,3599,2832,7377,
15,4154,3414,7932,
0,1824,1145,5602,
17,4154,3414,7932,
17,4899,3630,8677,
17,4899,3630,8677,
12,3566,2703,7344,
12,3566,2703,7344,
2,1321,751,5099,
0,682,230,4460,
0,682,230,4460,
14,4899,3630,8677,
14,4899,3630,8677,
14,4899,3630,8677,
13,2663,1391,6441,
13,2663,1391,6441,
13,2663,1391,6441,
6,4899,3630,8677,
11,4899,3630,8677,
4,4899,3630,8677,
26,3922,3169,7700,
27,4899,3630,8677,
4,2663,1391,6441,
4,4899,3630,8677,
4,4899,3630,8677,
8,4899,3630,8677,
8,4899,3630,8677,
8,4899,3630,8677,
11,4899,3630,8677,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1147,586,4925,
0,1823,1145,5601,
3,4899,3630,8677,
1,1823,1145,5601,
2,4899,3630,8677,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1147,586,4925,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
2,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
1,1823,1145,5601,
1,1823,1145,5601,
1,1823,1145,5601,
1,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
1,1823,1145,5601,
1,4899,3630,8677,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
0,1823,1145,5601,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
2,4899,3630,8677,
1,4899,3630,8677,
1,4899,3630,8677,
7,1250,724,5028,
7,1250,724,5028,
7,1250,724,5028,
7,1250,724,5028,
5,1243,720,5021,
7,1250,724,5028,
7,1250,724,5028,
3,4899,3630,8677,
1,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
10,4899,3630,8677,
5,3599,2832,7377,
2,3353,2198,7131,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
5,3599,2832,7377,
9,3599,2832,7377,
23,1750,1082,5528,
27,1779,1112,5557,
92,2807,1447,6585,
74,2568,1374,6346,
102,3353,2198,7131,
102,3353,2198,7131,
102,3353,2198,7131,
135,4899,3630,8677,
135,4899,3630,8677,
135,4899,3630,8677,
22,2626,1381,6404,
27,2804,1446,6582,
50,4899,3630,8677,
20,2586,1376,6364,
3,1609,963,5387,
27,4052,3315,7830,
10,2804,1446,6582,
0,310,164,4088,
0,310,164,4088,
22,4899,3630,8677,
6,4899,3630,8677,
2,4899,3630,8677,
11,1779,1112,5557,
11,1779,1112,5557,
7,1851,1154,5629,
7,1851,1154,5629,
7,1851,1154,5629,
7,1851,1154,5629,
8,2761,1433,6539,
1,1079,542,4857,
15,4011,3294,7789,
4,1367,774,5145,
6,1849,1153,5627,
3,3599,2832,7377,
3,3599,2832,7377,
10,2804,1446,6582,
17,3599,2832,7377,
40,2623,1381,6401,
0,515,185,4293,
75,4899,3630,8677,
16,1192,609,4970,
19,1302,745,5080,
