F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F85,F73,F84,F146,F147,
299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3028,1,7773,150,2879,2732,
299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3028,1,7773,150,2879,2732,
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3108,1,7773,150,2879,2732,
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3108,1,7773,150,2879,2732,
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3108,1,7773,150,2879,2732,
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3108,1,7773,150,2879,2732,
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3108,1,7773,150,2879,2732,
332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3061,1,7773,150,2879,2732,
332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3061,1,7773,150,2879,2732,
353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3082,1,7773,353,3082,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3388,1,7773,270,2999,2732,
659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3388,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,270,2999,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,365,3094,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,365,3094,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,365,3094,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,365,3094,2732,
365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3094,1,7773,365,3094,2732,
368,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3097,1,7773,365,3094,2732,
368,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3097,1,7773,365,3094,2732,
368,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3097,1,7773,365,3094,2732,
368,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3097,1,7773,365,3094,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,365,3094,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,365,3094,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,365,3094,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,365,3094,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3021,1,7773,17,2746,2732,
292,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3021,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3045,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2746,1,7773,17,2746,2732,
292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3030,1,7773,17,2746,2732,
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,17,2746,2732,
301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3030,1,7773,17,2746,2732,
290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3019,1,7773,290,3019,2732,
290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3019,1,7773,290,3019,2732,
290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3019,1,7773,290,3019,2732,
290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3019,1,7773,290,3019,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2846,1,7773,117,2846,2732,
295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3024,1,7773,117,2846,2732,
295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3024,1,7773,117,2846,2732,
298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3027,1,7773,117,2846,2732,
298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3027,1,7773,117,2846,2732,
298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3027,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3139,1,7773,117,2846,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,117,2846,2732,
308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3037,1,7773,117,2846,2732,
308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3037,1,7773,117,2846,2732,
308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3037,1,7773,117,2846,2732,
308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3037,1,7773,117,2846,2732,
380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3109,1,7773,270,2999,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,766,3495,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3193,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,1134,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3193,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,464,3193,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1190,3919,2732,
1190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3919,1,7773,1190,3919,2732,
1190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3919,1,7773,1190,3919,2732,
1190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3919,1,7773,1190,3919,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1222,3951,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,270,2999,2732,
