F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-CommandType,F16-FieldTable,F16-List<String>,F16-Map<String Class<? extends ConfiguredObject>>,F16-long,F16-XAResource[],F16-NA,F16-void,F16-byte[],F16-int,F16-InternalMessage,F16-Color,F16-ConnectionSecure,F16-boolean,F16-String,F16-ConstantExpression,F16-InitialDirContext,F16-BigDecimal,F16-Message,F16-MessagePublishInfo,F3-NA,F3-short,F3-Class,F3-Integer,F3-Long,F3-Destination,F3-Map<String Object>,F3-Session.AUTO_ACKNOWLEDGE,F3-TimeUnit,F3-byte,F3-InputStream,F3-byte[],F3-null,F3-boolean,F3-SimplePropertyValue,F3-String,F3-long,F3-int,F3-AMQDestination,F3-String[],F7--,F7-/,F7-++,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-BigInteger,F12-NA,F12-List<LoggingEvent>,F12-boolean,F12-Logger,F12-SocketAddress,F12-String,F12-CountDownLatch,F12-Outcome[],F12-byte,F12-Connection,F12-ConfiguredObjectRecord,F12-File,F12-JMSException,F12-AtomicInteger,F12-SSLEngine,F12-AtomicReference<Notification>,F12-TestCommand,F17-final,F17-static,F17-static-final,F17-NA,F2-Class,F2-SelectorParserTokenManager,F2-NA,F2-Map<String Object>,F2-AbstractQueueTestBase,F2-SimpleCharStream,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-URLConnection,F2-ConnectionEndpoint,F2-CountDownLatch,F2-ByteBuffer,F2-BufferedReader,F2-System,F2-OutputStream,F2-File,F2-PlainPasswordFilePrincipalDatabaseTest,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.qpid.disttest.client.property.SimplePropertyValue,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-org.apache.qpid.test.client.destination.AMQAnyDestination,F6-java.io.FileOutputStream,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-javax.naming.InitialContext,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-createConsumer,F1-getTestName,F1-ReInit,F1-delete,F1-NA,F1-add,F1-close,F1-hasRemaining,F1-assertEquals,F1-getBytes,F1-createSession,F1-remaining,F1-get,F1-listFiles,F1-getConnection,F1-getProperty,F1-getAbsolutePath,F1-put,F1-writeObject,F1-createTempFile,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F5-java.io.DataInputStream,F5-java.util.HashMap,F9-correlationId,F9-name,F9-data,F9-records,F9-appId,F9-_major,F9-_minor,F9-branchId,F9-NA,F9-globalId,F9-response,F9-userId,F9-type,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-SaslServer,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-Process,F4-Statement,F4-XATopicConnection,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-String,F4-int,F4-ServerMessage,F4-OutputStream,F8-AMQPProtocolVersionWrapper,F8-Command,F8-SessionDetach,F8-MessageProperties,F8-Payload,F8-Xid,F8-NA,F8-SessionDetached,F8-ConnectionStartOk,F8-DurableConfigurationStoreStub,F8-SessionAttached,F8-SessionAttach,F11-_underlying,F11-_size,F11-_logger,F11-NA,F11-TYPE_CODES,F11-ANONYMOUS_AUTHENTICATION_PROVIDER,F11-EXTERNAL_AUTHENTICATION_PROVIDER,F11-_mimeType,F11-_exception,F11-ACCEPTED,F11-_key,F11-_closed,F11-REPLY_SUCCESS,F11-_connection,F11-QPID_MAX_SIZE,F11-cachedValues,F11-DEFAULT_LOG_WAIT,F11-LOGGER,F11-_brokerStoreType,F11-UTF8_CHARSET,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F73,F84,F146,category
7276,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSHeaderAdapter.java,2717,true,19,45,3439,2,16,653,6,48,0.3008695652173913,441,52,0.11791383219954649,0.7894736842105263,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,CORRECTNESS,0.00250501002004008,NP_NULL_PARAM_DEREF_NONVIRTUAL,6,1,1,0.013283520132835201,8.302200083022001E-4,4.1511000415110004E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,15,4545,2717,7276,0,0.0,0,0,0,0,0.0,60,9,1,70,0,51,0,0.013819098759084191,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,1407,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4136,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,18,36,3439,1,12,653,6,48,0.3436293436293436,429,20,0.046620046620046623,0.7222222222222222,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,PERFORMANCE,0.008016032064128256,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,2,0.013283520132835201,0.0029057700290577005,8.302200083022001E-4,-1.0,0.125,0.005756578947368421,0.33070866141732286,0.25256086212761003,-0.75,0.0,0.04208416833667335,1041.3622047244094,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,21,36,3439,1,12,653,7,48,0.4092664092664093,429,20,0.046620046620046623,0.7619047619047619,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,PERFORMANCE,0.008016032064128256,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.013283520132835201,0.0029057700290577005,4.1511000415110004E-4,-1.0,0.125,0.005756578947368421,0.33070866141732286,0.25256086212761003,-0.75,0.0,0.04208416833667335,1041.3622047244094,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,24,36,3439,1,12,653,7,48,0.24324324324324326,429,20,0.046620046620046623,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,CORRECTNESS,0.01603206412825651,NP_NULL_PARAM_DEREF,8,2,1,0.013283520132835201,0.0029057700290577005,4.1511000415110004E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,30,36,3439,1,12,653,9,48,0.5386100386100386,429,20,0.046620046620046623,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,CORRECTNESS,0.01603206412825651,NP_NULL_PARAM_DEREF,8,2,1,0.013283520132835201,0.0029057700290577005,4.1511000415110004E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,24,36,3439,1,12,653,7,48,0.4942084942084942,429,20,0.046620046620046623,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,CORRECTNESS,0.01603206412825651,NP_NULL_PARAM_DEREF,8,2,1,0.013283520132835201,0.0029057700290577005,4.1511000415110004E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,36,36,3439,1,12,653,11,48,0.3416988416988417,429,20,0.046620046620046623,0.3611111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,CORRECTNESS,0.01603206412825651,NP_NULL_PARAM_DEREF,8,2,2,0.013283520132835201,0.0029057700290577005,8.302200083022001E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
7587,org/apache/qpid/client/message,org/apache/qpid/client/message/JMSMapMessage.java,2780,true,30,36,3439,1,12,653,9,48,0.2876447876447876,429,20,0.046620046620046623,0.3333333333333333,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,CORRECTNESS,0.01603206412825651,NP_NULL_PARAM_DEREF,8,2,1,0.013283520132835201,0.0029057700290577005,4.1511000415110004E-4,-1.0,0.0,0.0,0.10071942446043165,0.3520787330608569,-1.0,0.0,0.0070140280561122245,1061.4388489208634,-0.75,-1.0,10,4309,2592,7040,0,0.0,0,0,0,0,0.0,356,160,9,525,0,196,0,0.07621983947721554,0,6373,0,3091,324,0,9788,3282,0.08587421659312432,270,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2999,7773,259,2988,open
5120,org/apache/qpid/client/messaging/address,org/apache/qpid/client/messaging/address/QpidExchangeOptions.java,1611,true,0,3,403,1,4,64,1,10,0.5555555555555556,20,20,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,BAD_PRACTICE,0.008016032064128256,SE_NO_SERIALVERSIONID,19,3,0,8.302200083022001E-4,4.1511000415110004E-4,0.0,0.0,0.0,0.0,0.22818791946308725,0.4141962434058283,-1.0,0.0,0.03406813627254509,1140.8791946308725,-1.0,-1.0,0,2389,1611,5120,0,0.0,0,0,0,0,0.0,34,0,0,34,0,34,0,0.12408759124087591,0,834,0,249,31,0,1114,585,0.12340357779755627,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5120,7773,455,3184,open
5120,org/apache/qpid/client/messaging/address,org/apache/qpid/client/messaging/address/QpidQueueOptions.java,1611,true,0,7,403,1,6,64,1,10,0.25510204081632654,68,20,0.29411764705882354,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,BAD_PRACTICE,0.008016032064128256,SE_NO_SERIALVERSIONID,19,3,0,8.302200083022001E-4,4.1511000415110004E-4,0.0,0.0,0.0,0.0,0.22818791946308725,0.4141962434058283,-1.0,0.0,0.03406813627254509,1140.8791946308725,-1.0,-1.0,2,2389,1611,5120,0,0.0,0,0,0,0,0.0,84,5,0,89,0,79,0,0.201400882748033,0,834,0,249,31,0,1114,585,0.12340357779755627,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3184,7773,455,3184,open
4276,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,977,true,28,4,111,2,8,4,4,2,0.625531914893617,144,57,0.3958333333333333,0.10714285714285714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,PERFORMANCE,0.003006012024048096,DM_BOXED_PRIMITIVE_TOSTRING,18,2,2,0.0020755500207555004,0.0020755500207555004,8.302200083022001E-4,-1.0,0.16666666666666666,0.007309941520467837,0.33070866141732286,0.25256086212761003,-0.16666666666666666,0.0,0.04208416833667335,1041.3622047244094,-1.0,-1.0,3,1441,904,4172,0,0.0,0,0,0,0,0.0,24,51,0,75,0,-27,0,0.17824675324675326,0,24,0,51,0,0,75,-27,0.17824675324675326,1413,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4142,7773,1413,4142,open
4276,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,977,true,47,4,111,2,8,4,4,2,0.2978723404255319,144,57,0.3958333333333333,0.06382978723404255,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,PERFORMANCE,0.003006012024048096,DM_BOXED_PRIMITIVE_TOSTRING,18,2,2,0.0020755500207555004,0.0020755500207555004,8.302200083022001E-4,-1.0,0.16666666666666666,0.007309941520467837,0.33070866141732286,0.25256086212761003,-0.16666666666666666,0.0,0.04208416833667335,1041.3622047244094,-1.0,-1.0,7,1545,977,4276,0,0.0,0,0,0,0,0.0,24,51,0,75,0,-27,0,0.17824675324675326,0,24,0,51,0,0,75,-27,0.17824675324675326,1413,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4142,7773,1413,4142,open
4276,org/apache/qpid/client/prefetch,org/apache/qpid/client/prefetch/PrefetchBehaviourTest.java,977,true,28,4,111,2,8,4,4,2,0.625531914893617,144,57,0.3958333333333333,0.10714285714285714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,PERFORMANCE,0.028056112224448898,DM_NUMBER_CTOR,18,2,2,0.0020755500207555004,0.0020755500207555004,8.302200083022001E-4,-1.0,0.2857142857142857,0.010741138560687433,0.33070866141732286,0.25256086212761003,-0.39285714285714285,0.0,0.04208416833667335,1041.3622047244094,-1.0,-1.0,3,1441,904,4172,0,0.0,0,0,0,0,0.0,24,51,0,75,0,-27,0,0.17824675324675326,0,24,0,51,0,0,75,-27,0.17824675324675326,1413,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4142,7773,1413,4142,open
