F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F85,F73,F84,F146,F147,
70,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2132,1,7773,14,2076,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,14,2076,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,14,2076,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,14,2076,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,14,2076,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,14,2076,2065,
42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2104,1,7773,14,2076,2065,
141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2203,1,7773,141,2203,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3388,1,7773,485,2547,2065,
1326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3388,1,7773,485,2547,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,485,2547,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,485,2547,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,485,2547,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2547,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,485,2547,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,112,2174,2065,
112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2174,1,7773,112,2174,2065,
112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2174,1,7773,112,2174,2065,
112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2174,1,7773,112,2174,2065,
112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2174,1,7773,112,2174,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,112,2174,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,112,2174,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,112,2174,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,112,2174,2065,
519,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2581,1,7773,519,2581,2065,
519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2581,1,7773,519,2581,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1,7773,78,2140,2065,
141,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2203,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2232,1,7773,78,2140,2065,
78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2140,1,7773,78,2140,2065,
78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2140,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2472,1,7773,78,2140,2065,
959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3021,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,78,2140,2065,
968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3030,1,7773,78,2140,2065,
1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3219,1,7773,78,2140,2065,
968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3030,1,7773,78,2140,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,1998,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,410,2472,2065,
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2472,1,7773,410,2472,2065,
627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2689,1,7773,555,2617,2065,
627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2689,1,7773,555,2617,2065,
627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2689,1,7773,555,2617,2065,
627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2689,1,7773,555,2617,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2115,1,7773,52,2114,2065,
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2115,1,7773,52,2114,2065,
108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2170,1,7773,52,2114,2065,
108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2170,1,7773,52,2114,2065,
411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2473,1,7773,52,2114,2065,
411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2473,1,7773,52,2114,2065,
411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2473,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114,1,7773,52,2114,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,52,2114,2065,
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114,1,7773,52,2114,2065,
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114,1,7773,52,2114,2065,
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114,1,7773,52,2114,2065,
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114,1,7773,52,2114,2065,
1047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3109,1,7773,937,2999,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,476,2538,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,476,2538,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,476,2538,2065,
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2547,1,7773,476,2538,2065,
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2547,1,7773,476,2538,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,476,2538,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,476,2538,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,476,2538,2065,
1433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3495,1,7773,476,2538,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2999,1,7773,937,2999,2065,
1131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3193,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3193,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,78,2140,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,476,2538,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,476,2538,2065,
476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2538,1,7773,476,2538,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
1889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3951,1,7773,1889,3951,2065,
