F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-CommandType,F16-EnvironmentFacade,F16-FieldTable,F16-XAResource[],F16-NA,F16-void,F16-byte[],F16-int,F16-InternalMessage,F16-Color,F16-ConnectionSecure,F16-boolean,F16-String,F16-MessageMetaData_0_10,F16-ConstantExpression,F16-InitialDirContext,F16-ManagedObject,F16-BigDecimal,F16-ContentType,F16-Message,F3-NA,F3-Class,F3-Integer,F3-Long,F3-Destination,F3-Map<String Object>,F3-Session.AUTO_ACKNOWLEDGE,F3-TimeUnit,F3-InputStream,F3-null,F3-byte[],F3-boolean,F3-MarkableDataInput,F3-getTaskExecutor().getExecutor(),F3-SimplePropertyValue,F3-String,F3-long,F3-State.DELETED,F3-int,F3-String[],F7--,F7-/,F7-++,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-BigInteger,F12-NA,F12-List<LoggingEvent>,F12-Logger,F12-UnsignedShort[],F12-String,F12-CountDownLatch,F12-Comparator<Map>[],F12-Outcome[],F12-byte,F12-ConfiguredObjectRecord,F12-JMSException,F12-AtomicInteger,F12-UUID,F12-AtomicReference<Notification>,F12-ThreadGroup,F12-TestCommand,F12-UnsignedByte[],F17-static-final-final-final,F17-final,F17-static-final,F17-static,F17-NA,F2-Class,F2-NA,F2-Map<String Object>,F2-AbstractQueueTestBase,F2-SimpleCharStream,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-URLConnection,F2-CountDownLatch,F2-ByteBuffer,F2-BufferedReader,F2-Context,F2-System,F2-OutputStream,F2-Boolean,F2-File,F2-PlainPasswordFilePrincipalDatabaseTest,F6-org.apache.qpid.filter.selector.Token,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.qpid.disttest.client.property.SimplePropertyValue,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-org.apache.qpid.test.client.destination.AMQAnyDestination,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.lang.Integer,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-java.util.concurrent.CountDownLatch,F6-java.io.BufferedReader,F6-org.apache.qpid.test.unit.client.connection.AMQConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-readByte,F1-createConsumer,F1-getTestName,F1-ReInit,F1-delete,F1-NA,F1-setState,F1-immediateFuture,F1-hasRemaining,F1-assertEquals,F1-createSession,F1-get,F1-listFiles,F1-getAbsolutePath,F1-put,F1-writeObject,F1-valueOf,F1-createTempFile,F1-readUnsignedShort,F1-readAMQShortString,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AMQMethodBodyImpl,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.io.DataInputStream,F5-java.util.AbstractSet,F5-java.util.HashMap,F9-correlationId,F9-name,F9-data,F9-records,F9-appId,F9-_major,F9-_minor,F9-branchId,F9-NA,F9-globalId,F9-response,F9-userId,F9-type,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-SaslServer,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-UUID,F4-Statement,F4-XATopicConnection,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-String,F4-int,F4-ServerMessage,F4-OutputStream,F8-AMQPProtocolVersionWrapper,F8-Command,F8-SessionDetach,F8-MessageProperties,F8-Payload,F8-Xid,F8-NA,F8-SessionDetached,F8-ConnectionStartOk,F8-DurableConfigurationStoreStub,F8-SessionAttached,F8-SessionAttach,F11-_underlying,F11-_size,F11-_heartbeatsSent,F11-NA,F11-TYPE_CODES,F11-EXTERNAL_AUTHENTICATION_PROVIDER,F11-_mimeType,F11-_exception,F11-ACCEPTED,F11-TEST1_VIRTUALHOST,F11-_key,F11-_fileName,F11-CLASS_ID,F11-REPLY_SUCCESS,F11-QPID_MAX_SIZE,F11-cachedValues,F11-DEFAULT_LOG_WAIT,F11-METHOD_ID,F11-LOGGER,F11-UTF8_CHARSET,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F73,F84,F146,category
4338,org/apache/qpid/codec,org/apache/qpid/codec/AMQDecoder.java,1302,true,14,10,606,4,8,27,3,8,0.788235294117647,316,53,0.16772151898734178,0.5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,BAD_PRACTICE,0.003234501347708895,SR_NOT_CHECKED,19,3,1,0.001823985408116735,9.119927040583675E-4,4.5599635202918376E-4,1.0,0.5,0.007352941176470588,0.1465798045602606,0.2651013882677119,0.0,0.0,0.02425876010781671,1321.501628664495,0.0,1.0,8,2269,1300,4333,32,0.0,0,32,0,64,0.03855421686746988,427,33,17,477,0,394,0,0.09650806239875989,0,742,0,68,17,0,827,674,0.08436870453626835,286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2348,7773,153,2215,close
2389,org/apache/qpid/codec,org/apache/qpid/codec/ClientDecoder.java,165,true,352,2,606,1,22,27,117,8,0.8021978021978022,215,33,0.15348837209302327,0.26704545454545453,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.004851752021563342,DB_DUPLICATE_SWITCH_CLAUSES,20,3,1,0.001823985408116735,4.5599635202918376E-4,4.5599635202918376E-4,-1.0,0.0,0.0,0.21036106750392464,0.20108362286467713,-0.8888888888888888,0.0,0.07223719676549865,1091.828885400314,0.0,-1.0,1,326,165,2390,32,0.0,0,32,0,64,0.03855421686746988,13,0,0,13,0,13,0,0.018030513176144243,0,742,0,68,17,0,827,674,0.08436870453626835,327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2389,7773,153,2215,open
2390,org/apache/qpid/codec,org/apache/qpid/codec/ServerDecoder.java,165,true,306,2,606,1,20,27,97,8,0.805327868852459,186,33,0.1774193548387097,0.2756829227417463,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.004851752021563342,DB_DUPLICATE_SWITCH_CLAUSES,20,3,1,0.001823985408116735,4.5599635202918376E-4,4.5599635202918376E-4,-1.0,0.0,0.0,0.21036106750392464,0.20108362286467713,-0.8888888888888888,0.0,0.07223719676549865,1091.828885400314,0.0,-1.0,2,326,165,2390,32,0.1927710843373494,0,32,0,64,0.03855421686746988,237,32,0,269,32,205,32,0.10096531965850983,64,742,0,68,17,0,827,674,0.08436870453626835,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2215,7773,153,2215,open
5123,org/apache/qpid/configuration,org/apache/qpid/configuration/Accessor.java,1882,true,0,5,296,3,0,45,1,16,0.5294117647058824,135,20,0.14814814814814814,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,BAD_PRACTICE,0.0016172506738544475,NP_BOOLEAN_RETURN_NULL,14,2,1,0.001823985408116735,4.5599635202918376E-4,4.5599635202918376E-4,-1.0,0.3333333333333333,0.006535947712418301,0.1465798045602606,0.2651013882677119,-0.3333333333333333,0.0,0.02425876010781671,1321.501628664495,-0.5,-1.0,8,3059,1882,5123,74,0.0,0,0,74,74,0.07633523540204347,231,108,3,342,0,123,0,0.27470113247772676,0,975,0,231,14,0,1220,744,0.09061272130388222,1082,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3144,7773,157,2219,open
5123,org/apache/qpid/configuration,org/apache/qpid/configuration/ClientProperties.java,1882,true,0,1,296,1,0,45,1,16,0.8785310734463276,118,181,1.5338983050847457,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,CORRECTNESS,5.390835579514825E-4,DLS_DEAD_STORE_OF_CLASS_LITERAL,9,2,1,0.001823985408116735,4.5599635202918376E-4,4.5599635202918376E-4,1.0,1.0,0.0,0.0763888888888889,0.34271546625547217,1.0,0.0,0.005929919137466307,1276.4305555555557,-0.5,1.0,0,155,63,2219,74,0.4634146341463415,0,0,74,74,0.07633523540204347,139,27,0,166,0,112,38,0.11059926671162534,38,975,0,231,14,38,1220,744,0.09061272130388222,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2219,7773,157,2219,close
3949,org/apache/qpid/disttest,org/apache/qpid/disttest/AbstractRunner.java,1091,true,12,4,498,1,0,58,2,19,0.6891891891891891,44,20,0.45454545454545453,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,STYLE,0.03018867924528302,REC_CATCH_EXCEPTION,20,3,1,0.008207934336525308,4.5599635202918376E-4,4.5599635202918376E-4,1.0,0.16071428571428573,0.0043511356155365374,0.21036106750392464,0.20108362286467713,-0.6785714285714286,0.0,0.07223719676549865,1091.828885400314,-0.8888888888888888,1.0,1,1885,1091,3949,0,0.0,0,0,0,0,0.0,2,2,0,4,0,0,0,0.012903225806451613,0,537,0,126,20,0,683,411,0.07094146786992742,519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2581,7773,519,2581,close
2980,org/apache/qpid/disttest,org/apache/qpid/disttest/Benchmark.java,389,true,34,13,498,2,16,58,6,19,0.8758620689655172,227,34,0.14977973568281938,0.23529411764705882,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,I18N,0.07601078167115903,DM_DEFAULT_ENCODING,19,1,1,0.008207934336525308,0.002279981760145919,4.5599635202918376E-4,-1.0,0.1702127659574468,0.07062019013128112,0.21354166666666666,0.0020284296299309013,-0.6028368794326241,0.0,0.022102425876010783,917.34375,-0.8888888888888888,-1.0,1,916,389,2980,0,0.0,0,0,0,0,0.0,67,23,8,98,0,44,0,0.4049586776859504,0,537,0,126,20,0,683,411,0.07094146786992742,908,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2970,7773,519,2581,open
2980,org/apache/qpid/disttest,org/apache/qpid/disttest/Benchmark.java,389,true,19,13,498,2,0,58,4,19,0.5413793103448276,227,34,0.14977973568281938,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,STYLE,0.02425876010781671,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.008207934336525308,0.002279981760145919,9.119927040583675E-4,-1.0,0.2222222222222222,0.005575467941059339,0.21036106750392464,0.20108362286467713,-0.5555555555555556,0.0,0.07223719676549865,1091.828885400314,-0.8888888888888888,-1.0,0,906,388,2970,0,0.0,0,0,0,0,0.0,67,23,8,98,0,44,0,0.4049586776859504,0,537,0,126,20,0,683,411,0.07094146786992742,908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,7773,519,2581,open
2980,org/apache/qpid/disttest,org/apache/qpid/disttest/Benchmark.java,389,true,19,13,498,2,12,58,1,19,0.7034482758620689,227,34,0.14977973568281938,0.42105263157894735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,STYLE,0.0026954177897574125,UC_USELESS_OBJECT,17,2,1,0.008207934336525308,0.002279981760145919,4.5599635202918376E-4,-1.0,0.2,0.005161290322580646,0.21036106750392464,0.20108362286467713,-0.6,0.0,0.07223719676549865,1091.828885400314,-0.8888888888888888,-1.0,1,916,389,2980,0,0.0,0,0,0,0,0.0,67,23,8,98,0,44,0,0.4049586776859504,0,537,0,126,20,0,683,411,0.07094146786992742,908,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2970,7773,519,2581,open
2980,org/apache/qpid/disttest,org/apache/qpid/disttest/Benchmark.java,389,true,19,13,498,2,8,58,4,19,0.4862068965517241,227,34,0.14977973568281938,0.15789473684210525,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,BAD_PRACTICE,0.004851752021563342,UI_INHERITANCE_UNSAFE_GETRESOURCE,19,3,2,0.008207934336525308,0.002279981760145919,9.119927040583675E-4,-1.0,0.1111111111111111,0.002904865649963689,0.1465798045602606,0.2651013882677119,-0.6666666666666666,0.0,0.02425876010781671,1321.501628664495,-0.8888888888888888,-1.0,0,906,388,2970,0,0.0,0,0,0,0,0.0,67,23,8,98,0,44,0,0.4049586776859504,0,537,0,126,20,0,683,411,0.07094146786992742,908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,7773,519,2581,open
3949,org/apache/qpid/disttest,org/apache/qpid/disttest/ConfigFileHelper.java,1091,true,40,1,498,2,0,58,7,19,0.7301587301587301,34,24,0.7058823529411765,1.0,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,STYLE,0.012398921832884097,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.008207934336525308,9.119927040583675E-4,4.5599635202918376E-4,-1.0,0.13043478260869565,0.003658759680468321,0.21036106750392464,0.20108362286467713,-0.6956521739130435,0.0,0.07223719676549865,1091.828885400314,-0.8888888888888888,-1.0,2,1715,1000,3779,0,0.0,0,0,0,0,0.0,93,1,0,94,0,92,0,0.07295274354112674,0,537,0,126,20,0,683,411,0.07094146786992742,545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2607,7773,519,2581,open
3779,org/apache/qpid/disttest,org/apache/qpid/disttest/ConfigFileHelperTest.java,1000,true,3,4,498,1,8,58,1,19,0.5492957746478874,42,18,0.42857142857142855,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,CORRECTNESS,0.014016172506738544,IJU_SETUP_NO_SUPER,7,2,1,0.008207934336525308,0.0013679890560875513,4.5599635202918376E-4,-1.0,0.15384615384615385,0.006851448146994706,0.0763888888888889,0.34271546625547217,-0.6538461538461539,0.0,0.005929919137466307,1276.4305555555557,-0.8888888888888888,-1.0,1,1715,1000,3779,0,0.0,0,0,0,0,0.0,0,6,0,6,0,-6,0,0.00911854103343465,0,537,0,126,20,0,683,411,0.07094146786992742,1630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3692,7773,519,2581,open
3779,org/apache/qpid/disttest,org/apache/qpid/disttest/ConfigFileHelperTest.java,1000,true,4,4,498,1,8,58,1,19,0.8732394366197183,42,18,0.42857142857142855,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,BAD_PRACTICE,0.05444743935309973,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.008207934336525308,0.0013679890560875513,4.5599635202918376E-4,-1.0,0.1485148514851485,0.003719358540396847,0.1465798045602606,0.2651013882677119,-0.7029702970297029,0.0,0.02425876010781671,1321.501628664495,-0.8888888888888888,-1.0,1,1715,1000,3779,0,0.0,0,0,0,0,0.0,0,6,0,6,0,-6,0,0.00911854103343465,0,537,0,126,20,0,683,411,0.07094146786992742,1630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3692,7773,519,2581,open
