F61,F77,F88,F70,
1,395,40,6372,
0,393,40,6370,
20,2952,1239,8929,
20,2952,1239,8929,
20,2952,1239,8929,
20,2952,1239,8929,
0,370,40,6347,
0,394,40,6371,
5,2209,567,8186,
7,2796,785,8773,
8,2797,791,8774,
0,369,40,6346,
0,369,40,6346,
12,1234,176,7211,
34,1952,427,7929,
34,1952,427,7929,
34,1952,427,7929,
34,1952,427,7929,
10,1952,427,7929,
10,1952,427,7929,
32,2209,567,8186,
15,2209,567,8186,
16,2245,584,8222,
43,2887,987,8864,
21,2887,987,8864,
21,2887,987,8864,
21,2887,987,8864,
13,2171,547,8148,
21,2887,987,8864,
13,2171,547,8148,
17,2887,987,8864,
18,2209,567,8186,
16,1967,430,7944,
18,2209,567,8186,
16,1967,430,7944,
30,2952,1239,8929,
31,2952,1239,8929,
0,362,40,6339,
0,362,40,6339,
2,40,5,6017,
4,1091,141,7068,
2,629,56,6606,
6,894,95,6871,
0,372,40,6349,
6,894,95,6871,
0,372,40,6349,
7,1562,341,7539,
7,1562,341,7539,
7,1562,341,7539,
7,1562,341,7539,
7,1562,341,7539,
4,1091,141,7068,
13,1562,341,7539,
2,629,56,6606,
6,1562,341,7539,
6,1562,341,7539,
6,1562,341,7539,
6,1562,341,7539,
6,1562,341,7539,
6,1562,341,7539,
6,1562,341,7539,
19,2209,567,8186,
29,2935,1127,8912,
29,2935,1127,8912,
29,2935,1127,8912,
29,2935,1127,8912,
29,2935,1127,8912,
19,2209,567,8186,
29,2935,1127,8912,
11,1353,299,7330,
11,1353,299,7330,
0,23,5,6000,
1,369,40,6346,
0,23,5,6000,
10,1590,348,7567,
10,1590,348,7567,
5,1590,348,7567,
5,1590,348,7567,
5,1590,348,7567,
3,1582,347,7559,
3,1582,347,7559,
12,1596,348,7573,
12,1596,348,7573,
12,1629,356,7606,
12,1629,356,7606,
7,1562,341,7539,
7,1562,341,7539,
1,1120,143,7097,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
19,1851,412,7828,
16,1576,345,7553,
6,896,95,6873,
21,1885,416,7862,
3,362,40,6339,
8,1851,412,7828,
8,1851,412,7828,
7,1849,411,7826,
7,1849,411,7826,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
14,1572,344,7549,
1,362,40,6339,
1,362,40,6339,
0,23,5,6000,
8,1572,344,7549,
8,1572,344,7549,
0,23,5,6000,
11,1572,344,7549,
11,1572,344,7549,
9,1864,414,7841,
11,1860,414,7837,
5,1688,356,7665,
6,1705,359,7682,
6,1705,359,7682,
8,1864,414,7841,
11,1864,414,7841,
11,1864,414,7841,
6,1688,356,7665,
6,1688,356,7665,
6,1688,356,7665,
6,1688,356,7665,
6,1688,356,7665,
3,839,88,6816,
25,2871,977,8848,
0,308,38,6285,
40,2948,1143,8925,
40,2948,1143,8925,
16,2900,1002,8877,
10,2209,567,8186,
18,2949,1161,8926,
18,2949,1161,8926,
9,2209,567,8186,
17,2948,1143,8925,
17,2948,1143,8925,
11,2209,567,8186,
18,2948,1143,8925,
18,2948,1143,8925,
0,209,35,6186,
18,2948,1143,8925,
6,2209,567,8186,
6,2209,567,8186,
7,2710,669,8687,
7,2710,669,8687,
2,1151,150,7128,
2,1151,150,7128,
2,1151,150,7128,
42,2950,1196,8927,
42,2950,1196,8927,
42,2950,1196,8927,
42,2950,1196,8927,
40,2948,1143,8925,
8,1562,341,7539,
8,1562,341,7539,
8,1562,341,7539,
0,23,5,6000,
1,63,9,6040,
1,63,9,6040,
1,63,9,6040,
3,555,48,6532,
3,555,48,6532,
3,555,48,6532,
11,1562,341,7539,
0,1135,146,7112,
2,1135,146,7112,
2,1135,146,7112,
2,1135,146,7112,
2,1135,146,7112,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
3,1045,141,7022,
0,369,40,6346,
0,369,40,6346,
0,369,40,6346,
4,1135,146,7112,
4,1135,146,7112,
4,1135,146,7112,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
17,2892,994,8869,
3,901,95,6878,
10,2209,567,8186,
3,901,95,6878,
5,900,95,6877,
10,1580,347,7557,
5,900,95,6877,
10,1580,347,7557,
4,899,95,6876,
9,1579,347,7556,
5,1420,308,7397,
31,1992,439,7969,
17,1243,178,7220,
5,1243,178,7220,
6,1265,258,7242,
0,89,15,6066,
0,89,15,6066,
0,89,15,6066,
6,1243,178,7220,
14,1688,356,7665,
3,632,57,6609,
3,632,57,6609,
19,1992,439,7969,
6,1688,356,7665,
6,1688,356,7665,
7,1992,439,7969,
5,1529,320,7506,
5,1529,320,7506,
5,1529,320,7506,
8,1688,356,7665,
8,1688,356,7665,
9,1992,439,7969,
9,1688,356,7665,
9,1688,356,7665,
10,1992,439,7969,
5,1246,184,7223,
5,1246,184,7223,
5,1246,184,7223,
5,1246,184,7223,
5,1246,184,7223,
5,1246,184,7223,
23,1992,439,7969,
5,1992,439,7969,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
9,1242,177,7219,
0,369,40,6346,
0,369,40,6346,
0,369,40,6346,
5,1488,318,7465,
5,1488,318,7465,
5,1488,318,7465,
5,1488,318,7465,
5,1488,318,7465,
11,1688,356,7665,
17,1992,439,7969,
17,1992,439,7969,
17,1992,439,7969,
17,1992,439,7969,
11,1688,356,7665,
11,1688,356,7665,
17,1992,439,7969,
3,1488,318,7465,
3,1488,318,7465,
3,1488,318,7465,
3,1488,318,7465,
3,1488,318,7465,
3,1488,318,7465,
7,1992,439,7969,
4,1992,439,7969,
4,1992,439,7969,
2,1488,318,7465,
33,969,98,6946,
33,969,98,6946,
33,969,98,6946,
33,969,98,6946,
11,2051,487,8028,
11,2051,487,8028,
40,2209,567,8186,
40,2209,567,8186,
62,2991,1509,8968,
62,2991,1509,8968,
1,78,13,6055,
11,970,98,6947,
7,776,77,6753,
11,917,95,6894,
16,2093,529,8070,
20,2928,1107,8905,
2,776,77,6753,
64,2991,1509,8968,
64,2991,1509,8968,
6,2209,567,8186,
3,454,42,6431,
0,23,5,6000,
3,454,42,6431,
3,454,42,6431,
3,454,42,6431,
22,2165,536,8142,
1,78,13,6055,
3,369,40,6346,
3,369,40,6346,
1,369,40,6346,
11,834,86,6811,
11,834,86,6811,
7,802,84,6779,
7,802,84,6779,
8,809,85,6786,
10,834,86,6811,
22,717,71,6694,
16,717,71,6694,
2,688,64,6665,
2,688,64,6665,
8,286,36,6263,
3,242,35,6219,
2,969,98,6946,
1,78,13,6055,
5,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
33,2902,1003,8879,
10,2209,567,8186,
1,375,40,6352,
18,2902,1003,8879,
18,2902,1003,8879,
15,2916,1022,8893,
3,293,37,6270,
3,293,37,6270,
3,293,37,6270,
3,293,37,6270,
3,293,37,6270,
3,293,37,6270,
7,1395,303,7372,
10,563,48,6540,
10,563,48,6540,
47,2916,1022,8893,
31,2209,567,8186,
2,563,48,6540,
2,563,48,6540,
2,563,48,6540,
2,563,48,6540,
0,563,48,6540,
1,563,48,6540,
1,563,48,6540,
15,1688,356,7665,
18,1688,356,7665,
4,1140,148,7117,
4,1140,148,7117,
4,1140,148,7117,
16,1508,319,7485,
18,1688,356,7665,
1,563,48,6540,
8,2576,629,8553,
8,2576,629,8553,
8,2576,629,8553,
8,2576,629,8553,
26,2931,1113,8908,
5,362,40,6339,
5,362,40,6339,
4,362,40,6339,
4,362,40,6339,
64,2886,986,8863,
72,2991,1509,8968,
25,1420,308,7397,
0,12,5,5989,
0,12,5,5989,
37,2859,962,8836,
0,12,5,5989,
15,598,52,6575,
15,598,52,6575,
15,598,52,6575,
0,12,5,5989,
43,2991,1509,8968,
43,2991,1509,8968,
20,1280,272,7257,
20,1280,272,7257,
43,2991,1509,8968,
9,369,40,6346,
9,369,40,6346,
9,369,40,6346,
9,369,40,6346,
0,23,5,6000,
1,415,41,6392,
29,2939,1131,8916,
5,607,53,6584,
0,23,5,6000,
0,23,5,6000,
7,369,40,6346,
7,369,40,6346,
19,2819,875,8796,
19,2819,875,8796,
8,1420,308,7397,
17,2209,567,8186,
1,376,40,6353,
0,23,5,6000,
0,23,5,6000,
10,2817,875,8794,
10,2817,875,8794,
11,2938,1130,8915,
0,369,40,6346,
10,2209,567,8186,
2,378,40,6355,
10,2209,567,8186,
2,378,40,6355,
11,1688,356,7665,
13,2024,462,8001,
2,378,40,6355,
3,338,39,6315,
3,338,39,6315,
3,369,40,6346,
3,369,40,6346,
3,369,40,6346,
2,369,40,6346,
2,369,40,6346,
3,369,40,6346,
2,143,27,6120,
3,369,40,6346,
1,369,40,6346,
0,369,40,6346,
5,369,40,6346,
5,369,40,6346,
3,369,40,6346,
3,369,40,6346,
2,143,27,6120,
0,369,40,6346,
5,369,40,6346,
5,369,40,6346,
2,1353,299,7330,
2,1353,299,7330,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
0,23,5,6000,
0,23,5,6000,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
22,563,48,6540,
0,563,48,6540,
2,369,40,6346,
0,362,40,6339,
0,362,40,6339,
4,1353,299,7330,
4,1353,299,7330,
0,23,5,6000,
1,369,40,6346,
6,369,40,6346,
6,369,40,6346,
0,23,5,6000,
0,23,5,6000,
0,23,5,6000,
0,23,5,6000,
3,369,40,6346,
1,369,40,6346,
0,23,5,6000,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
1,369,40,6346,
4,1353,299,7330,
0,23,5,6000,
10,2209,567,8186,
0,386,40,6363,
3,1281,272,7258,
0,385,40,6362,
12,2209,567,8186,
20,2350,604,8327,
22,2209,567,8186,
9,1216,168,7193,
15,2209,567,8186,
15,2209,567,8186,
15,2209,567,8186,
15,2209,567,8186,
15,2209,567,8186,
29,2952,1239,8929,
29,2952,1239,8929,
29,2952,1239,8929,
0,382,40,6359,
0,382,40,6359,
0,382,40,6359,
18,2952,1239,8929,
0,380,40,6357,
0,380,40,6357,
15,2209,567,8186,
17,2651,638,8628,
6,1385,300,7362,
0,380,40,6357,
0,380,40,6357,
33,2928,1107,8905,
19,2209,567,8186,
0,558,48,6535,
4,2209,567,8186,
11,2991,1509,8968,
4,2209,567,8186,
4,2209,567,8186,
4,2209,567,8186,
1,558,48,6535,
1,558,48,6535,
1,558,48,6535,
4,558,48,6535,
3,764,76,6741,
9,2209,567,8186,
9,2209,567,8186,
5,558,48,6535,
1,558,48,6535,
1,369,40,6346,
1,369,40,6346,
32,2209,567,8186,
22,2209,567,8186,
26,2732,689,8709,
33,2830,913,8807,
14,1997,445,7974,
6,1688,356,7665,
15,2724,677,8701,
12,2209,567,8186,
12,2209,567,8186,
15,2724,677,8701,
18,2732,689,8709,
12,2209,567,8186,
18,2732,689,8709,
9,2066,520,8043,
9,2066,520,8043,
17,2724,677,8701,
15,2209,567,8186,
15,2209,567,8186,
17,2724,677,8701,
21,2732,689,8709,
15,2209,567,8186,
21,2732,689,8709,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
15,2040,473,8017,
45,2040,473,8017,
45,2040,473,8017,
8,1094,141,7071,
8,1094,141,7071,
8,1094,141,7071,
8,1094,141,7071,
45,2040,473,8017,
18,1544,332,7521,
18,1544,332,7521,
45,2040,473,8017,
45,2040,473,8017,
45,2040,473,8017,
45,2040,473,8017,
45,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,2040,473,8017,
9,1967,430,7944,
2,368,40,6345,
11,1927,422,7904,
2,368,40,6345,
2,368,40,6345,
7,908,95,6885,
0,379,40,6356,
7,908,95,6885,
11,2905,1007,8882,
11,2905,1007,8882,
10,2905,1007,8882,
6,2192,565,8169,
6,2192,565,8169,
6,2192,565,8169,
6,2192,565,8169,
30,2990,1509,8967,
10,2192,565,8169,
10,2192,565,8169,
7,2192,565,8169,
7,2192,565,8169,
4,2191,562,8168,
5,2192,565,8169,
5,2192,565,8169,
5,2192,565,8169,
24,2911,1016,8888,
30,2990,1509,8967,
6,1771,389,7748,
11,2209,567,8186,
30,2990,1509,8967,
10,2914,1017,8891,
19,2990,1509,8967,
16,2733,689,8710,
16,2733,689,8710,
9,2733,689,8710,
9,2733,689,8710,
19,2991,1509,8968,
19,2991,1509,8968,
19,2991,1509,8968,
37,2990,1509,8967,
23,2910,1016,8887,
11,2905,1007,8882,
11,2905,1007,8882,
11,2905,1007,8882,
12,2907,1008,8884,
14,2910,1016,8887,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
2,44,7,6021,
0,44,7,6021,
0,44,7,6021,
0,44,7,6021,
2,1310,291,7287,
0,130,26,6107,
0,130,26,6107,
1,130,26,6107,
1,130,26,6107,
0,24,5,6001,
2,261,36,6238,
2,261,36,6238,
1,130,26,6107,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
0,2991,1509,8968,
9,2100,532,8077,
9,2100,532,8077,
6,1688,356,7665,
10,2153,535,8130,
0,301,37,6278,
6,2249,587,8226,
6,2249,587,8226,
6,2249,587,8226,
18,2471,624,8448,
18,2471,624,8448,
14,2471,624,8448,
9,2209,567,8186,
3,619,54,6596,
3,619,54,6596,
22,2921,1051,8898,
13,2921,1051,8898,
13,2921,1051,8898,
40,2921,1051,8898,
40,2921,1051,8898,
40,2921,1051,8898,
10,1984,437,7961,
9,1984,437,7961,
3,1984,437,7961,
3,1984,437,7961,
9,1984,437,7961,
6,1984,437,7961,
3,1984,437,7961,
5,1984,437,7961,
5,1984,437,7961,
4,1895,417,7872,
4,1895,417,7872,
9,1984,437,7961,
9,1984,437,7961,
15,2863,973,8840,
11,2209,567,8186,
16,2093,529,8070,
7,643,57,6620,
0,26,5,6003,
4,643,57,6620,
0,866,93,6843,
10,1574,345,7551,
15,2086,527,8063,
8,2168,540,8145,
8,2168,540,8145,
4,1032,123,7009,
4,1032,123,7009,
11,2953,1269,8930,
11,2953,1269,8930,
