F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Result,F16-Priority,F16-SMTPAppender,F16-PluginType,F16-Object,F16-NA,F16-Level,F16-void,F16-byte[],F16-List<PatternFormatter>,F16-int,F16-Appender,F16-boolean,F16-PasswordAuthentication,F16-String,F16-RFC5424Layout,F16-List<AvroFlumeEvent>,F16-PatternConverter,F3-RolloverStrategy,F3-NA,F3-Class,F3-PrintStream,F3-StringBuilder,F3-File,F3-Writer,F3-TestSocketServer,F3-byte[],F3-boolean,F3-LogEvent,F3-String,F3-long,F3-Plugin.EMPTY,F3-int,F3-Level,F3-OutputStream,F3-p.name().toLowerCase(),F3-Property[],F3-Locale,F7--,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-LoggerConfig,F12-int,F12-ErrorType,F12-NA,F12-boolean,F12-PasswordAuthentication,F12-StackTracePackageElement,F12-JsonNode,F12-Hashtable<String String>,F12-String,F12-Level,F12-Element,F12-ClassLoader,F12-ConcurrentMap<String Logger>,F12-StatusLogger,F12-Configuration,F17-final,F17-static-final,F17-static,F17-NA,F2-StringBuilder,F2-FlumeEmbeddedAppenderTest,F2-ServerSocket,F2-NA,F2-Map<String String>,F2-ExecutorService,F2-Object,F2-String,F2-Future<InputStream>,F2-FlumeEmbeddedAgentTest,F2-PerformanceComparison,F2-ByteBuffer,F2-BufferedReader,F2-DebugDisabledPerformanceComparison,F2-ExtendedThreadInformation,F2-System,F2-OutputStream,F2-PerformanceRun,F2-File,F2-Throwable,F6-java.io.ByteArrayOutputStream,F6-org.apache.logging.log4j.message.FormattedMessage,F6-NA,F6-java.util.zip.ZipOutputStream,F6-java.io.FileOutputStream,F6-java.io.BufferedOutputStream,F6-java.io.FileInputStream,F6-java.util.concurrent.ConcurrentHashMap<java.lang.String org.apache.logging.log4j.core.Logger>,F6-java.io.PrintStream,F6-org.apache.logging.log4j.core.layout.PatternParser,F6-org.apache.logging.log4j.message.ParameterizedMessage,F6-java.io.DataInputStream,F6-java.io.ObjectInputStream,F6-org.apache.logging.log4j.message.Timer,F6-org.apache.logging.log4j.message.MessageFormatMessage,F6-org.apache.logging.log4j.core.net.PasswordAuthentication,F6-java.io.File,F6-java.lang.NullPointerException,F6-java.lang.StringBuilder,F6-java.io.BufferedReader,F13-private,F13-NA,F18-protected,F18-private,F18-NA,F18-public,F14-static,F14-static-final,F14-NA,F14-final,F1-delete,F1-NA,F1-close,F1-readLine,F1-substring,F1-get,F1-listFiles,F1-getConfiguration,F1-append,F1-printStackTrace,F1-writeToWriter,F1-getProperty,F1-error,F1-setLastModified,F1-put,F1-toUpperCase,F1-valueOf,F1-deleteFiles,F1-submit,F1-writeToStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.Reader,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.zip.DeflaterOutputStream,F5-java.util.Dictionary,F9-lock,F9-id,F9-header,F9-index,F9-footer,F9-level,F9-config,F9-elapsed,F9-obj,F9-count,F9-size,F9-NA,F9-uuids,F9-message,F9-sb,F9-type,F9-state,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-A,F4-File[],F4-Future,F4-ByteBuffer,F4-long,F4-Socket,F4-byte[],F4-Object,F4-void,F4-T[],F4-List,F4-StringBuilder,F4-String,F4-int,F4-Charset,F4-ConcurrentMap<String ConcurrentMap<String PluginType>>,F8-LoggerContext,F8-StructuredDataMessage,F8-AbstractLayout<T>,F8-Thread2,F8-Thread1,F8-BoundedQueue<E>,F8-NA,F8-StateSettingRunnable,F8-TestThread,F8-Priority,F8-FileWriterRunnable,F8-Worker,F11-high,F11-NA,F11-params,F11-node,F11-passwordAuthentication,F11-loader,F11-logger,F11-NANO_PER_MINUTE,F11-loggers,F11-level,F11-errorType,F11-intLevel,F11-loggerConfig,F11-config,F11-low,F11-name,F11-element,F11-compress,F11-NANO_PER_HOUR,F11-expireTime,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ggregory@apache.org,F71-rgoers@apache.org,F71-carnold@apache.org,F74,F73,F84,F146,category
8329,org/apache/logging/log4j/core,org/apache/logging/log4j/core/FileConfigTest.java,59,true,11,4,1134,1,16,157,3,34,0.7386363636363636,58,19,0.3275862068965517,0.45454545454545453,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,STYLE,0.05979381443298969,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,2,0.0670611439842209,0.005917159763313609,0.0039447731755424065,1.0,0.5517241379310345,0.010753244067621362,0.4088397790055249,0.5041821014562035,0.3103448275862069,0.0,0.15257731958762888,255.8121546961326,-0.23529411764705882,1.0,2,181,59,8329,438,0.28955776153106627,25,163,275,626,0.07713115693502202,65,6,0,71,6,59,65,0.28955776153106627,71,4535,0,1959,62,59,6556,2576,0.06861575853878281,40,1,1,0,8186,8968,10,8156,close
8329,org/apache/logging/log4j/core,org/apache/logging/log4j/core/FileConfigTest.java,59,true,11,4,1134,1,8,157,3,34,0.7045454545454546,58,19,0.3275862068965517,0.18181818181818182,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,STYLE,0.05979381443298969,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,2,0.0670611439842209,0.005917159763313609,0.0039447731755424065,1.0,0.5517241379310345,0.010753244067621362,0.4088397790055249,0.5041821014562035,0.3103448275862069,0.0,0.15257731958762888,255.8121546961326,-0.23529411764705882,1.0,2,181,59,8329,438,0.28955776153106627,25,163,275,626,0.07713115693502202,65,6,0,71,6,59,65,0.28955776153106627,71,4535,0,1959,62,59,6556,2576,0.06861575853878281,40,1,1,0,8186,8968,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/Logger.java,246,true,8,21,1134,2,7,157,2,34,0.2678062678062678,210,100,0.47619047619047616,0.44642857142857145,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,MT_CORRECTNESS,0.004123711340206186,UG_SYNC_SET_UNSYNC_GET,14,2,1,0.0670611439842209,0.0039447731755424065,0.0019723865877712033,1.0,0.5,0.025,0.36363636363636365,0.23210186278368097,0.0,0.0,0.016494845360824743,435.0,-0.23529411764705882,0.0,29,820,964,8968,438,0.05882105821743649,25,163,275,626,0.07713115693502202,1039,476,28,1543,50,563,42,0.09967884261727146,92,4535,0,1959,62,-8,6556,2576,0.06861575853878281,40,1,1,1,8186,8968,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/Logger.java,246,true,0,21,1134,2,10,157,1,34,0.6723646723646723,210,100,0.47619047619047616,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,34,2,PERFORMANCE,0.002061855670103093,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,20,3,0,0.0670611439842209,0.0039447731755424065,0.0,0.0,0.0,0.0,0.3229166666666667,0.41098182610946077,-1.0,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,0.0,29,820,964,8968,438,0.05882105821743649,25,163,275,626,0.07713115693502202,1039,476,28,1543,50,563,42,0.09967884261727146,92,4535,0,1959,62,-8,6556,2576,0.06861575853878281,40,1,1,1,8186,8968,10,8156,open
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerContext.java,246,true,0,23,1134,2,5,157,1,34,0.13213213213213212,178,117,0.6573033707865169,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,2,BAD_PRACTICE,0.002061855670103093,NM_SAME_SIMPLE_NAME_AS_INTERFACE,16,2,0,0.0670611439842209,0.0039447731755424065,0.0,0.0,0.0,0.0,0.32894736842105265,0.16354275188508333,-1.0,0.0,0.05154639175257732,337.3421052631579,-0.23529411764705882,-1.0,33,820,964,8968,438,0.04985657853435699,25,163,275,626,0.07713115693502202,657,243,4,904,5,414,19,0.08007587994728288,24,4535,0,1959,62,14,6556,2576,0.06861575853878281,13,1,1,1,8159,8968,10,8156,open
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerContext.java,246,true,22,23,1134,2,8,157,3,34,0.7447447447447447,178,117,0.6573033707865169,0.4772727272727273,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,MT_CORRECTNESS,0.004123711340206186,UG_SYNC_SET_UNSYNC_GET,14,2,1,0.0670611439842209,0.0039447731755424065,0.0019723865877712033,-1.0,0.5,0.025,0.36363636363636365,0.23210186278368097,0.0,0.0,0.016494845360824743,435.0,-0.23529411764705882,-1.0,33,820,964,8968,438,0.04985657853435699,25,163,275,626,0.07713115693502202,657,243,4,904,5,414,19,0.08007587994728288,24,4535,0,1959,62,14,6556,2576,0.06861575853878281,13,1,1,1,8159,8968,10,8156,open
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerTest.java,246,true,9,19,1134,1,8,157,1,34,0.8455598455598455,210,19,0.09047619047619047,0.2222222222222222,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,PERFORMANCE,0.006185567010309278,DM_BOXED_PRIMITIVE_TOSTRING,18,2,2,0.0670611439842209,0.013806706114398421,0.0039447731755424065,1.0,1.0,0.0,0.3229166666666667,0.41098182610946077,1.0,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,0.42857142857142855,17,733,460,8881,438,0.13008772611443373,25,163,275,626,0.07713115693502202,337,124,8,469,3,213,181,0.09761692047908131,192,4535,8,1959,62,178,6556,2576,0.06861575853878281,10,1,1,0,8156,6413,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerTest.java,246,true,9,19,1134,1,8,157,1,34,0.8455598455598455,210,19,0.09047619047619047,0.2222222222222222,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,PERFORMANCE,0.05154639175257732,DM_NUMBER_CTOR,20,3,2,0.0670611439842209,0.013806706114398421,0.0039447731755424065,1.0,0.56,0.02053333333333333,0.3229166666666667,0.41098182610946077,0.12,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,0.42857142857142855,17,733,460,8881,438,0.13008772611443373,25,163,275,626,0.07713115693502202,337,124,8,469,3,213,181,0.09761692047908131,192,4535,8,1959,62,178,6556,2576,0.06861575853878281,10,1,1,0,8156,6413,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerTest.java,246,true,18,19,1134,1,16,157,5,34,0.2972972972972973,210,19,0.09047619047619047,0.2777777777777778,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,STYLE,0.05979381443298969,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,4,0.0670611439842209,0.013806706114398421,0.007889546351084813,0.5,0.5517241379310345,0.010753244067621362,0.4088397790055249,0.5041821014562035,0.3103448275862069,0.0,0.15257731958762888,255.8121546961326,-0.23529411764705882,0.42857142857142855,20,758,562,8906,438,0.13008772611443373,25,163,275,626,0.07713115693502202,337,124,8,469,3,213,181,0.09761692047908131,192,4535,8,1959,62,178,6556,2576,0.06861575853878281,10,1,1,0,8156,6413,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerTest.java,246,true,18,19,1134,1,16,157,5,34,0.305019305019305,210,19,0.09047619047619047,0.4444444444444444,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,STYLE,0.05979381443298969,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,4,0.0670611439842209,0.013806706114398421,0.007889546351084813,0.5,0.5517241379310345,0.010753244067621362,0.4088397790055249,0.5041821014562035,0.3103448275862069,0.0,0.15257731958762888,255.8121546961326,-0.23529411764705882,0.42857142857142855,2,11,13,8159,438,0.13008772611443373,25,163,275,626,0.07713115693502202,337,124,8,469,3,213,181,0.09761692047908131,192,4535,8,1959,62,178,6556,2576,0.06861575853878281,10,0,1,0,8156,6413,10,8156,close
8776,org/apache/logging/log4j/core,org/apache/logging/log4j/core/LoggerTest.java,246,true,18,19,1134,1,16,157,5,34,0.3127413127413127,210,19,0.09047619047619047,0.6111111111111112,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,STYLE,0.05979381443298969,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,4,0.0670611439842209,0.013806706114398421,0.007889546351084813,0.5,0.5517241379310345,0.010753244067621362,0.4088397790055249,0.5041821014562035,0.3103448275862069,0.0,0.15257731958762888,255.8121546961326,-0.23529411764705882,0.42857142857142855,1,10,9,8158,438,0.13008772611443373,25,163,275,626,0.07713115693502202,337,124,8,469,3,213,181,0.09761692047908131,192,4535,8,1959,62,178,6556,2576,0.06861575853878281,10,0,1,0,8156,6413,10,8156,close
8635,org/apache/logging/log4j/core,org/apache/logging/log4j/core/SimplePerfTest.java,94,true,11,6,1134,3,8,157,2,34,0.43125,117,28,0.23931623931623933,0.18181818181818182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,PERFORMANCE,0.008247422680412371,DM_GC,16,1,1,0.0670611439842209,0.009861932938856016,0.0019723865877712033,-1.0,0.0,0.0,0.3229166666666667,0.41098182610946077,-1.0,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,-1.0,11,781,694,8929,438,0.045731593836075335,25,163,275,626,0.07713115693502202,357,165,5,527,11,192,23,0.09894065474899603,34,4535,0,1959,62,12,6556,2576,0.06861575853878281,40,1,1,0,8186,8968,10,8156,open
8635,org/apache/logging/log4j/core,org/apache/logging/log4j/core/SimplePerfTest.java,94,true,11,6,1134,3,8,157,2,34,0.5125,117,28,0.23931623931623933,0.18181818181818182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,PERFORMANCE,0.008247422680412371,DM_GC,16,1,1,0.0670611439842209,0.009861932938856016,0.0019723865877712033,-1.0,0.0,0.0,0.3229166666666667,0.41098182610946077,-1.0,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,-1.0,11,781,694,8929,438,0.045731593836075335,25,163,275,626,0.07713115693502202,357,165,5,527,11,192,23,0.09894065474899603,34,4535,0,1959,62,12,6556,2576,0.06861575853878281,40,1,1,0,8186,8968,10,8156,open
8635,org/apache/logging/log4j/core,org/apache/logging/log4j/core/SimplePerfTest.java,94,true,12,6,1134,3,8,157,2,34,0.59375,117,28,0.23931623931623933,0.16666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,PERFORMANCE,0.008247422680412371,DM_GC,16,1,1,0.0670611439842209,0.009861932938856016,0.0019723865877712033,-1.0,0.0,0.0,0.3229166666666667,0.41098182610946077,-1.0,0.0,0.06391752577319587,310.8645833333333,-0.23529411764705882,-1.0,11,781,694,8929,438,0.045731593836075335,25,163,275,626,0.07713115693502202,357,165,5,527,11,192,23,0.09894065474899603,34,4535,0,1959,62,12,6556,2576,0.06861575853878281,40,1,1,0,8186,8968,10,8156,open
